,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,Fator_balanc,Normalizacao
646,QuadraticDiscriminantAnalysis,0.6680244399185336,0.5069267983372866,0.5069267983372865,0.6332536898330946,0.023019790649414062,7,0.4,NAO
647,DummyClassifier,0.6052274270196877,0.5065293205889951,0.5065293205889951,0.6087542449271661,0.019997835159301758,7,0.4,NAO
648,GaussianNB,0.6575016972165648,0.5001385594513985,0.5001385594513985,0.6262472896927399,0.023999929428100586,7,0.4,NAO
649,SGDClassifier,0.6938221317040054,0.4912689932129353,0.4912689932129354,0.6205732863540254,0.04501175880432129,7,0.4,NAO
650,NearestCentroid,0.7080787508486083,0.7055194805194804,0.7055194805194804,0.7223856422418486,0.021000146865844727,9,0.4,SIM
651,SGDClassifier,0.7318397827562797,0.6451621615274419,0.6451621615274418,0.7280161192163905,0.06899905204772949,9,0.4,SIM
652,LinearDiscriminantAnalysis,0.7477936184657162,0.6259869425330546,0.6259869425330546,0.7298604911940831,0.034998416900634766,9,0.4,SIM
653,LogisticRegression,0.7501697216564833,0.6256053169253892,0.6256053169253893,0.7308816992290244,0.03163886070251465,9,0.4,SIM
654,AdaBoostClassifier,0.7348947725729803,0.6203823301472488,0.6203823301472488,0.7208157283270277,0.629997730255127,9,0.4,SIM
655,LinearSVC,0.7501697216564833,0.6175853080012212,0.6175853080012212,0.7270749578717878,0.4585378170013428,9,0.4,SIM
656,RandomForestClassifier,0.7318397827562797,0.6162901294004368,0.6162901294004368,0.7175139877784453,2.44498348236084,9,0.4,SIM
657,Perceptron,0.6194840461642905,0.6125096874192715,0.6125096874192716,0.6400577270306076,0.025960922241210938,9,0.4,SIM
658,LGBMClassifier,0.7311608961303462,0.6122173034921679,0.6122173034921679,0.7154188643170176,0.2765188217163086,9,0.4,SIM
659,RidgeClassifier,0.7501697216564833,0.6115703013080951,0.6115703013080951,0.7240027768069098,0.03903555870056152,9,0.4,SIM
660,ExtraTreesClassifier,0.7355736591989138,0.6104201404382236,0.6104201404382236,0.716771632086394,1.0040037631988525,9,0.4,SIM
661,RidgeClassifierCV,0.7539035980991174,0.609710316807966,0.609710316807966,0.7245700835438015,0.037978410720825195,9,0.4,SIM
662,XGBClassifier,0.7175831636116768,0.6049458678753434,0.6049458678753434,0.7054194084664114,1.0480351448059082,9,0.4,SIM
663,DecisionTreeClassifier,0.6673455532926001,0.6019010826424931,0.6019010826424931,0.6747219523777513,0.13299870491027832,9,0.4,SIM
664,CalibratedClassifierCV,0.748133061778683,0.600955825368122,0.600955825368122,0.7173061020419917,1.7210230827331543,9,0.4,SIM
665,KNeighborsClassifier,0.7179226069246436,0.5999647730208308,0.599964773020831,0.7034716845596304,0.2599937915802002,9,0.4,SIM
666,ExtraTreeClassifier,0.6639511201629328,0.5983789718419013,0.5983789718419013,0.6716002406324164,0.02998828887939453,9,0.4,SIM
667,NuSVC,0.7376103190767141,0.595370587820859,0.595370587820859,0.7100168143638701,3.733999490737915,9,0.4,SIM
668,BernoulliNB,0.7498302783435167,0.5912883680514783,0.5912883680514783,0.7119688556327006,0.02499842643737793,9,0.4,SIM
669,SVC,0.7389680923285811,0.5890802235738944,0.5890802235738946,0.7068991022836703,3.1070003509521484,9,0.4,SIM
670,LabelPropagation,0.6778682959945689,0.5890402996641695,0.5890402996641695,0.6776738738723396,3.6819992065429688,9,0.4,SIM
671,LabelSpreading,0.6802443991853361,0.5878566731640873,0.5878566731640873,0.67866335016263,5.755001544952393,9,0.4,SIM
672,BaggingClassifier,0.7114731839782756,0.5851324534416759,0.5851324534416757,0.6936271805042595,0.7060022354125977,9,0.4,SIM
673,GaussianNB,0.6992532247114732,0.5455056245743407,0.5455056245743407,0.6669852387528612,0.0260007381439209,9,0.4,SIM
674,QuadraticDiscriminantAnalysis,0.6948404616429056,0.5412877809351588,0.541287780935159,0.6630073315056145,0.025012731552124023,9,0.4,SIM
675,PassiveAggressiveClassifier,0.5801086218601493,0.5338789600995749,0.5338789600995749,0.5994125782481199,0.027997493743896484,9,0.4,SIM
676,DummyClassifier,0.6052274270196877,0.5065293205889951,0.5065293205889951,0.6087542449271661,0.021012544631958008,9,0.4,SIM
677,NearestCentroid,0.6958587915818059,0.6991756886874427,0.6991756886874427,0.7115785616088396,0.020017147064208984,9,0.4,NAO
678,LinearDiscriminantAnalysis,0.748133061778683,0.6306298583875438,0.6306298583875437,0.7320479740666221,0.03599739074707031,9,0.4,NAO
679,LGBMClassifier,0.7352342158859471,0.6278322491251966,0.6278322491251966,0.7239859068570034,0.2629992961883545,9,0.4,NAO
680,BernoulliNB,0.7325186693822132,0.6267789624480402,0.6267789624480402,0.7220820550974214,0.02500128746032715,9,0.4,NAO
681,XGBClassifier,0.7287847929395791,0.6250299429322937,0.6250299429322937,0.7193444746581956,1.0569965839385986,9,0.4,NAO
682,LogisticRegression,0.745417515274949,0.624363565909678,0.624363565909678,0.7279389711307791,0.03099536895751953,9,0.4,NAO
683,AdaBoostClassifier,0.7338764426340801,0.6212905990934925,0.6212905990934924,0.7206543354247239,0.6400043964385986,9,0.4,NAO
684,LinearSVC,0.7498302783435167,0.6197593997322749,0.6197593997322749,0.7279782026655077,0.46700453758239746,9,0.4,NAO
685,RidgeClassifier,0.7491513917175832,0.6148845729315893,0.6148845729315892,0.725260026724571,0.028018712997436523,9,0.4,NAO
686,RidgeClassifierCV,0.7484725050916496,0.6140197505929875,0.6140197505929875,0.7245164814653682,0.029517650604248047,9,0.4,NAO
687,SGDClassifier,0.7508486082824168,0.605618116061154,0.6056181160611539,0.7210378294451271,0.05300331115722656,9,0.4,NAO
688,CalibratedClassifierCV,0.7474541751527495,0.6012940043681454,0.6012940043681454,0.7172372549144067,1.8770012855529785,9,0.4,NAO
689,BaggingClassifier,0.7226748133061779,0.6008055235903338,0.6008055235903337,0.7061636135039561,0.6350030899047852,9,0.4,NAO
690,ExtraTreesClassifier,0.7219959266802444,0.6007427021441488,0.6007427021441488,0.7058078302583457,1.4689991474151611,9,0.4,NAO
691,RandomForestClassifier,0.7182620502376104,0.5965876799511519,0.5965876799511519,0.7021308182600995,2.3740131855010986,9,0.4,NAO
692,NuSVC,0.7233536999321113,0.5880363307578498,0.5880363307578498,0.700246878919776,3.592987060546875,9,0.4,NAO
693,KNeighborsClassifier,0.7026476578411406,0.5879247786571475,0.5879247786571475,0.6907048974720276,0.42101550102233887,9,0.4,NAO
694,SVC,0.7233536999321113,0.5800163218336817,0.5800163218336818,0.6958786341919273,2.8610122203826904,9,0.4,NAO
695,ExtraTreeClassifier,0.6588594704684317,0.57765728846199,0.5776572884619902,0.6627523770309569,0.02899789810180664,9,0.4,NAO
696,DecisionTreeClassifier,0.6496945010183299,0.5750046969305559,0.5750046969305559,0.6562922612146026,0.18199753761291504,9,0.4,NAO
697,LabelPropagation,0.6541072640868975,0.5667915267372772,0.5667915267372772,0.6565677563714408,3.571993827819824,9,0.4,NAO
698,LabelSpreading,0.6537678207739308,0.5649556140062468,0.5649556140062469,0.6557807226429971,5.583000183105469,9,0.4,NAO
699,Perceptron,0.5980991174473863,0.5257192174913694,0.5257192174913694,0.6103064614262409,0.026012182235717773,9,0.4,NAO
700,QuadraticDiscriminantAnalysis,0.6734555329260014,0.5130433761536836,0.5130433761536836,0.6386988090374542,0.024986982345581055,9,0.4,NAO
701,DummyClassifier,0.6052274270196877,0.5065293205889951,0.5065293205889951,0.6087542449271661,0.020999431610107422,9,0.4,NAO
702,GaussianNB,0.6595383570943653,0.5035350273596204,0.5035350273596204,0.629004977830939,0.040001630783081055,9,0.4,NAO
703,PassiveAggressiveClassifier,0.6004752206381534,0.5024805664498251,0.5024805664498251,0.6047548876456734,0.031365156173706055,9,0.4,NAO
704,NearestCentroid,0.7036659877800407,0.7053116413423828,0.7053116413423828,0.718675408098635,0.021997690200805664,11,0.4,SIM
705,SGDClassifier,0.7315003394433129,0.6501432563819544,0.6501432563819544,0.7293060548680375,0.05899643898010254,11,0.4,SIM
706,LinearDiscriminantAnalysis,0.7508486082824168,0.630480143726075,0.630480143726075,0.7333953283766456,0.037995338439941406,11,0.4,SIM
707,LGBMClassifier,0.7406653088934148,0.6287358211408844,0.6287358211408844,0.727298797627976,0.28499650955200195,11,0.4,SIM
708,LogisticRegression,0.7515274949083504,0.6285379629412179,0.6285379629412179,0.7328853653416378,0.03299450874328613,11,0.4,SIM
709,Perceptron,0.643245078071962,0.6267384514219958,0.6267384514219958,0.6611488469179077,0.02598738670349121,11,0.4,SIM
710,LinearSVC,0.751866938221317,0.6219528663018717,0.6219528663018716,0.730000582638033,0.5110037326812744,11,0.4,SIM
711,RidgeClassifier,0.7552613713509844,0.6186579695169206,0.6186579695169206,0.7299372974085324,0.035001516342163086,11,0.4,SIM
712,AdaBoostClassifier,0.7393075356415478,0.6181841666470962,0.6181841666470962,0.7221278733981061,0.7369940280914307,11,0.4,SIM
713,RidgeClassifierCV,0.7556008146639511,0.6172858786782838,0.6172858786782838,0.7293785235914897,0.035996198654174805,11,0.4,SIM
714,RandomForestClassifier,0.7328581126951799,0.6153818604541932,0.6153818604541932,0.7176489251755875,2.4969987869262695,11,0.4,SIM
715,ExtraTreesClassifier,0.7410047522063815,0.6133287146849533,0.6133287146849534,0.7207244979824624,1.0130000114440918,11,0.4,SIM
716,XGBClassifier,0.7257298031228785,0.6097097296916465,0.6097097296916465,0.7115934927793253,1.0679969787597656,11,0.4,SIM
717,CalibratedClassifierCV,0.7535641547861507,0.6066714027383104,0.6066714027383106,0.7227168793267448,1.8990166187286377,11,0.4,SIM
718,BaggingClassifier,0.723693143245078,0.6051102604447993,0.6051102604447994,0.7085820016959137,0.9089992046356201,11,0.4,SIM
719,NuSVC,0.7382892057026477,0.6006464150677532,0.6006464150677532,0.7131519213488955,3.667006731033325,11,0.4,SIM
720,BernoulliNB,0.7505091649694501,0.5997721988680398,0.5997721988680398,0.7175063192241318,0.026000022888183594,11,0.4,SIM
721,KNeighborsClassifier,0.7131704005431093,0.5975200206664945,0.5975200206664945,0.7000511085706574,0.43500423431396484,11,0.4,SIM
722,DecisionTreeClassifier,0.6602172437202987,0.5926199478640708,0.5926199478640708,0.6677014780871696,0.15399861335754395,11,0.4,SIM
723,SVC,0.7410047522063815,0.5912736901434912,0.5912736901434913,0.7089465001968759,2.8940250873565674,11,0.4,SIM
724,ExtraTreeClassifier,0.6605566870332654,0.5872378525633498,0.5872378525633499,0.6665219020018301,0.029012203216552734,11,0.4,SIM
725,PassiveAggressiveClassifier,0.7135098438560761,0.579706911533313,0.579706911533313,0.6918082846333007,0.02901434898376465,11,0.4,SIM
726,LabelSpreading,0.663611676849966,0.5764930368004509,0.5764930368004509,0.6652506852457906,6.114993095397949,11,0.4,SIM
727,LabelPropagation,0.6615750169721657,0.5759035720156878,0.5759035720156876,0.6638574431446082,3.9019951820373535,11,0.4,SIM
728,GaussianNB,0.7023082145281738,0.5491968248749443,0.5491968248749443,0.6702403519777248,0.02599644660949707,11,0.4,SIM
729,QuadraticDiscriminantAnalysis,0.6989137813985065,0.5476797163053945,0.5476797163053945,0.6682632735218127,0.026996612548828125,11,0.4,SIM
730,DummyClassifier,0.6052274270196877,0.5065293205889951,0.5065293205889951,0.6087542449271661,0.023005008697509766,11,0.4,SIM
731,NearestCentroid,0.698234894772573,0.7020020666494446,0.7020020666494445,0.713816140837289,0.02298760414123535,11,0.4,NAO
732,LinearDiscriminantAnalysis,0.7515274949083504,0.6349539700805523,0.6349539700805523,0.7356591873541338,0.037995338439941406,11,0.4,NAO
733,LogisticRegression,0.7508486082824168,0.6332871468495338,0.6332871468495339,0.7345993586167071,0.032016754150390625,11,0.4,NAO
734,SGDClassifier,0.7359131025118805,0.6286970714637984,0.6286970714637984,0.7246936353009595,0.04499673843383789,11,0.4,NAO
735,LGBMClassifier,0.7331975560081466,0.6236337803245579,0.623633780324558,0.721233128893996,0.27900052070617676,11,0.4,NAO
736,BernoulliNB,0.7270875763747454,0.6230683873088936,0.6230683873088936,0.7176635012880503,0.026013612747192383,11,0.4,NAO
737,LinearSVC,0.7491513917175832,0.6221025809633405,0.6221025809633405,0.7287653315787298,0.5010251998901367,11,0.4,NAO
738,XGBClassifier,0.7264086897488119,0.6214015640778752,0.6214015640778751,0.716658183695971,1.05900239944458,11,0.4,NAO
739,AdaBoostClassifier,0.7321792260692465,0.6169230407928419,0.6169230407928419,0.7179559662612356,0.731003999710083,11,0.4,NAO
740,RidgeClassifier,0.7494908350305499,0.6167204856626194,0.6167204856626195,0.7263333137355699,0.02899956703186035,11,0.4,NAO
741,RidgeClassifierCV,0.751866938221317,0.6131308564852869,0.6131308564852869,0.7255618958478641,0.032903194427490234,11,0.4,NAO
742,RandomForestClassifier,0.7257298031228785,0.6097097296916465,0.6097097296916465,0.7115934927793253,2.493015766143799,11,0.4,NAO
743,BaggingClassifier,0.7243720298710116,0.6071780841220262,0.6071780841220263,0.7098208300857246,0.7689962387084961,11,0.4,NAO
744,ExtraTreesClassifier,0.7342158859470469,0.605482492191353,0.6054824921913529,0.7137931211476937,1.070004940032959,11,0.4,NAO
745,CalibratedClassifierCV,0.7501697216564833,0.6039512928301355,0.6039512928301355,0.7198215680817232,1.9155197143554688,11,0.4,NAO
746,KNeighborsClassifier,0.7141887304820095,0.6010227566285433,0.6010227566285433,0.7020463250943549,0.5430026054382324,11,0.4,NAO
747,NuSVC,0.7270875763747454,0.5925923533970551,0.5925923533970551,0.7041892394270022,4.00799560546875,11,0.4,NAO
748,LabelSpreading,0.6724372029871012,0.5889387285408986,0.5889387285408985,0.674402810313046,6.000004768371582,11,0.4,NAO
749,LabelPropagation,0.6710794297352343,0.5884120852023202,0.5884120852023202,0.673419191289427,3.826996088027954,11,0.4,NAO
750,DecisionTreeClassifier,0.6581805838424983,0.5876194781710152,0.5876194781710153,0.665093212163964,0.15099668502807617,11,0.4,NAO
751,SVC,0.7270875763747454,0.5833693431342617,0.5833693431342618,0.6991912884528866,2.8879990577697754,11,0.4,NAO
752,ExtraTreeClassifier,0.654786150712831,0.5824933655855898,0.5824933655855898,0.6615556824067925,0.02999734878540039,11,0.4,NAO
753,Perceptron,0.6340801086218602,0.5771688076841783,0.5771688076841783,0.6464359216996319,0.02698349952697754,11,0.4,NAO
754,PassiveAggressiveClassifier,0.6293279022403259,0.5727190530987999,0.5727190530987999,0.6421854041581812,0.031015872955322266,11,0.4,NAO
755,QuadraticDiscriminantAnalysis,0.6744738628649015,0.5161451116695239,0.5161451116695239,0.6410634552820172,0.026680707931518555,11,0.4,NAO
756,GaussianNB,0.6629327902240326,0.5114681430685047,0.5114681430685047,0.6350339072935276,0.032999515533447266,11,0.4,NAO
757,DummyClassifier,0.6052274270196877,0.5065293205889951,0.5065293205889951,0.6087542449271661,0.022000551223754883,11,0.4,NAO
758,BernoulliNB,0.725050916496945,0.6970650055188934,0.6970650055188934,0.7349567883011391,0.02400064468383789,N/A,0.5,NAO
759,NearestCentroid,0.6924643584521385,0.6888365703013081,0.6888365703013082,0.7078430056758424,0.020983219146728516,N/A,0.5,NAO
760,Perceptron,0.670061099796334,0.6566884291115755,0.6566884291115757,0.6861884594804236,0.024621963500976562,N/A,0.5,NAO
761,LinearDiscriminantAnalysis,0.7162253903598099,0.6268752495244359,0.6268752495244359,0.7127015564667625,0.03700566291809082,N/A,0.5,NAO
762,RidgeClassifierCV,0.7192803801765105,0.6209424391160376,0.6209424391160376,0.7124831411357516,0.028792142868041992,N/A,0.5,NAO
763,RidgeClassifier,0.7189409368635438,0.6207105281698411,0.620710528169841,0.7122067048579107,0.028644084930419922,N/A,0.5,NAO
764,LogisticRegression,0.6921249151391717,0.6192315821610578,0.6192315821610578,0.6954228403522734,0.041271209716796875,N/A,0.5,NAO
765,LinearSVC,0.6900882552613713,0.6118251097907518,0.6118251097907517,0.6920634297629066,0.4649922847747803,N/A,0.5,NAO
766,CalibratedClassifierCV,0.6894093686354379,0.6017372771893568,0.6017372771893568,0.6885878056549668,1.7199952602386475,N/A,0.5,NAO
767,AdaBoostClassifier,0.659877800407332,0.5951950400413331,0.595195040041333,0.6681103724356748,0.39801836013793945,N/A,0.5,NAO
768,XGBClassifier,0.6412084181941615,0.593667950494352,0.593667950494352,0.654787687895301,0.5599973201751709,N/A,0.5,NAO
769,KNeighborsClassifier,0.6639511201629328,0.5839429557783988,0.5839429557783988,0.6677273617915541,0.3999977111816406,N/A,0.5,NAO
770,RandomForestClassifier,0.6469789545145961,0.5831744205161926,0.5831744205161926,0.6565987022672499,1.330000400543213,N/A,0.5,NAO
771,LGBMClassifier,0.6412084181941615,0.5816379371080999,0.5816379371081,0.6523307805115862,0.22300028800964355,N/A,0.5,NAO
772,ExtraTreesClassifier,0.6554650373387644,0.5813531856931495,0.5813531856931495,0.6616836319213523,0.8459832668304443,N/A,0.5,NAO
773,DecisionTreeClassifier,0.6021724372029871,0.579028205067988,0.5790282050679881,0.6226509562717609,0.08498024940490723,N/A,0.5,NAO
774,BaggingClassifier,0.6412084181941615,0.5768259317535991,0.5768259317535991,0.651224972663789,0.436997652053833,N/A,0.5,NAO
775,SVC,0.6663272233537,0.5755413212465654,0.5755413212465654,0.6665272466025328,2.2940006256103516,N/A,0.5,NAO
776,ExtraTreeClassifier,0.6065852002715546,0.5732210375519597,0.5732210375519599,0.6254731135279342,0.02902841567993164,N/A,0.5,NAO
777,LabelSpreading,0.6259334691106585,0.5699989431906249,0.5699989431906249,0.6392451082211926,4.5330023765563965,N/A,0.5,NAO
778,LabelPropagation,0.6252545824847251,0.56993612174444,0.56993612174444,0.638755918869701,3.0139987468719482,N/A,0.5,NAO
779,NuSVC,0.6466395112016293,0.5673034921678684,0.5673034921678682,0.652222226375053,3.7600507736206055,N/A,0.5,NAO
780,SGDClassifier,0.6741344195519349,0.5608252506986684,0.5608252506986685,0.6651542210105825,0.04700016975402832,N/A,0.5,NAO
781,GaussianNB,0.6337406653088934,0.5540798713041027,0.5540798713041027,0.6404668104677524,0.02500128746032715,N/A,0.5,NAO
782,DummyClassifier,0.5845213849287169,0.5080217702731266,0.5080217702731266,0.5970361788900346,0.020998477935791016,N/A,0.5,NAO
783,QuadraticDiscriminantAnalysis,0.5967413441955194,0.48429052863953403,0.48429052863953403,0.595923599534981,0.026004314422607422,N/A,0.5,NAO
784,PassiveAggressiveClassifier,0.6507128309572301,0.48387132758742163,0.48387132758742163,0.6133862710708328,0.030983448028564453,N/A,0.5,NAO
785,BernoulliNB,0.725050916496945,0.6970650055188934,0.6970650055188934,0.7349567883011391,0.022000551223754883,N/A,0.5,SIM
786,NearestCentroid,0.6924643584521385,0.6888365703013081,0.6888365703013082,0.7078430056758424,0.01997685432434082,N/A,0.5,SIM
787,Perceptron,0.670061099796334,0.6566884291115755,0.6566884291115757,0.6861884594804236,0.02500176429748535,N/A,0.5,SIM
788,LinearDiscriminantAnalysis,0.7162253903598099,0.6268752495244359,0.6268752495244359,0.7127015564667625,0.03600168228149414,N/A,0.5,SIM
789,RidgeClassifierCV,0.7192803801765105,0.6209424391160376,0.6209424391160376,0.7124831411357516,0.030998706817626953,N/A,0.5,SIM
790,RidgeClassifier,0.7189409368635438,0.6207105281698411,0.620710528169841,0.7122067048579107,0.026998281478881836,N/A,0.5,SIM
791,LogisticRegression,0.6921249151391717,0.6192315821610578,0.6192315821610578,0.6954228403522734,0.04006218910217285,N/A,0.5,SIM
792,LinearSVC,0.6900882552613713,0.6118251097907518,0.6118251097907517,0.6920634297629066,0.44951772689819336,N/A,0.5,SIM
793,CalibratedClassifierCV,0.6894093686354379,0.6017372771893568,0.6017372771893568,0.6885878056549668,1.7239995002746582,N/A,0.5,SIM
794,AdaBoostClassifier,0.659877800407332,0.5951950400413331,0.595195040041333,0.6681103724356748,0.4095478057861328,N/A,0.5,SIM
795,XGBClassifier,0.6412084181941615,0.593667950494352,0.593667950494352,0.654787687895301,0.5579929351806641,N/A,0.5,SIM
796,KNeighborsClassifier,0.6639511201629328,0.5839429557783988,0.5839429557783988,0.6677273617915541,0.40799832344055176,N/A,0.5,SIM
797,RandomForestClassifier,0.6469789545145961,0.5831744205161926,0.5831744205161926,0.6565987022672499,1.476001501083374,N/A,0.5,SIM
798,LGBMClassifier,0.6412084181941615,0.5816379371080999,0.5816379371081,0.6523307805115862,0.22300004959106445,N/A,0.5,SIM
799,ExtraTreesClassifier,0.6554650373387644,0.5813531856931495,0.5813531856931495,0.6616836319213523,0.8560044765472412,N/A,0.5,SIM
800,DecisionTreeClassifier,0.6021724372029871,0.579028205067988,0.5790282050679881,0.6226509562717609,0.08801412582397461,N/A,0.5,SIM
801,BaggingClassifier,0.6412084181941615,0.5768259317535991,0.5768259317535991,0.651224972663789,0.43701720237731934,N/A,0.5,SIM
802,SVC,0.6663272233537,0.5755413212465654,0.5755413212465654,0.6665272466025328,2.4030168056488037,N/A,0.5,SIM
803,ExtraTreeClassifier,0.6065852002715546,0.5732210375519597,0.5732210375519599,0.6254731135279342,0.025995254516601562,N/A,0.5,SIM
804,LabelSpreading,0.6259334691106585,0.5699989431906249,0.5699989431906249,0.6392451082211926,4.53334641456604,N/A,0.5,SIM
805,LabelPropagation,0.6252545824847251,0.56993612174444,0.56993612174444,0.638755918869701,3.0320000648498535,N/A,0.5,SIM
806,NuSVC,0.6466395112016293,0.5673034921678684,0.5673034921678682,0.652222226375053,3.8379955291748047,N/A,0.5,SIM
807,SGDClassifier,0.6741344195519349,0.5608252506986684,0.5608252506986685,0.6651542210105825,0.053011178970336914,N/A,0.5,SIM
808,GaussianNB,0.6337406653088934,0.5540798713041027,0.5540798713041027,0.6404668104677524,0.024013280868530273,N/A,0.5,SIM
809,DummyClassifier,0.5845213849287169,0.5080217702731266,0.5080217702731266,0.5970361788900346,0.0219879150390625,N/A,0.5,SIM
810,QuadraticDiscriminantAnalysis,0.5967413441955194,0.48429052863953403,0.48429052863953403,0.595923599534981,0.028998613357543945,N/A,0.5,SIM
811,PassiveAggressiveClassifier,0.6507128309572301,0.48387132758742163,0.48387132758742163,0.6133862710708328,0.035999298095703125,N/A,0.5,SIM
812,NearestCentroid,0.7179226069246436,0.7050268899274323,0.7050268899274323,0.7303943099081401,0.015012502670288086,1,0.5,SIM
813,CalibratedClassifierCV,0.7474541751527495,0.6542260632676546,0.6542260632676545,0.7404945212832015,0.1720125675201416,1,0.5,SIM
814,PassiveAggressiveClassifier,0.7498302783435167,0.6345964162419858,0.6345964162419858,0.7346059673515815,0.018004894256591797,1,0.5,SIM
815,LabelSpreading,0.7498302783435167,0.6321904135647354,0.6321904135647354,0.7335996222447451,3.033994674682617,1,0.5,SIM
816,LabelPropagation,0.7498302783435167,0.6321904135647354,0.6321904135647354,0.7335996222447451,1.7299988269805908,1,0.5,SIM
817,SVC,0.7501697216564833,0.6320213240647237,0.6320213240647237,0.7337058786731849,2.5370001792907715,1,0.5,SIM
818,GaussianNB,0.7501697216564833,0.6276103191564313,0.6276103191564312,0.731784631884375,0.015001773834228516,1,0.5,SIM
819,QuadraticDiscriminantAnalysis,0.7498302783435167,0.6269774077640262,0.6269774077640261,0.7313306411268755,0.013999700546264648,1,0.5,SIM
820,LGBMClassifier,0.7447386286490156,0.6251027453559099,0.6251027453559099,0.7279168760356455,0.15400457382202148,1,0.5,SIM
821,LinearDiscriminantAnalysis,0.7498302783435167,0.6241704046405674,0.6241704046405674,0.7300568303285474,0.01999974250793457,1,0.5,SIM
822,LogisticRegression,0.7508486082824168,0.6220591343556986,0.6220591343556986,0.7295643822352961,0.01898503303527832,1,0.5,SIM
823,LinearSVC,0.7494908350305499,0.6159184847702027,0.6159184847702027,0.7259337110598334,0.05101943016052246,1,0.5,SIM
824,RidgeClassifierCV,0.7498302783435167,0.6157493952701909,0.6157493952701909,0.7260035719837739,0.017740964889526367,1,0.5,SIM
825,RidgeClassifier,0.7494908350305499,0.6155174843239943,0.6155174843239942,0.7257326479779188,0.018030643463134766,1,0.5,SIM
826,XGBClassifier,0.7328581126951799,0.6133768582231511,0.6133768582231512,0.7167774404825255,0.43000316619873047,1,0.5,SIM
827,KNeighborsClassifier,0.719959266802444,0.6129852516380545,0.6129852516380546,0.7099009660220181,0.09501528739929199,1,0.5,SIM
828,AdaBoostClassifier,0.7467752885268161,0.609652192292337,0.6096521922923369,0.7215220066155036,0.22099757194519043,1,0.5,SIM
829,SGDClassifier,0.7539035980991174,0.5956753011906719,0.5956753011906719,0.7161420888240331,0.022011518478393555,1,0.5,SIM
830,ExtraTreeClassifier,0.6588594704684317,0.5800632911392405,0.5800632911392405,0.6634548187706467,0.020000457763671875,1,0.5,SIM
831,ExtraTreesClassifier,0.6575016972165648,0.5759276437847867,0.5759276437847867,0.6614100979345628,0.6470000743865967,1,0.5,SIM
832,DecisionTreeClassifier,0.6541072640868975,0.5744105352152369,0.5744105352152368,0.6588833539005997,0.03600049018859863,1,0.5,SIM
833,RandomForestClassifier,0.6541072640868975,0.5740095347690284,0.5740095347690284,0.6587666271913322,1.1649999618530273,1,0.5,SIM
834,BaggingClassifier,0.6680244399185336,0.571086869730631,0.571086869730631,0.6659586256726515,0.1375715732574463,1,0.5,SIM
835,DummyClassifier,0.5845213849287169,0.5080217702731266,0.5080217702731266,0.5970361788900346,0.014994621276855469,1,0.5,SIM
836,Perceptron,0.7318397827562797,0.5,0.5,0.6185208042424692,0.018996238708496094,1,0.5,SIM
837,BernoulliNB,0.7318397827562797,0.5,0.5,0.6185208042424692,0.018000125885009766,1,0.5,SIM
838,NuSVC,0.5033944331296674,0.4305400295906625,0.4305400295906625,0.5251005177057547,1.1409964561462402,1,0.5,SIM
839,DummyClassifier,0.5845213849287169,0.5080217702731266,0.5080217702731266,0.5970361788900346,0.015002250671386719,1,0.5,NAO
840,BernoulliNB,0.7318397827562797,0.5,0.5,0.6185208042424692,0.01699662208557129,1,0.5,NAO
841,Perceptron,0.7318397827562797,0.5,0.5,0.6185208042424692,0.017995834350585938,1,0.5,NAO
842,NuSVC,0.5349626612355737,0.49701979756229303,0.4970197975622931,0.5593244526244224,1.2630176544189453,1,0.5,NAO
843,ExtraTreeClassifier,0.5403937542430414,0.48789835842277074,0.48789835842277074,0.5622999563615498,0.019981861114501953,1,0.5,NAO
844,SVC,0.6581805838424983,0.4869683661727061,0.4869683661727061,0.6168145654738691,2.516319751739502,1,0.5,NAO
845,AdaBoostClassifier,0.6558044806517311,0.4865479908879547,0.4865479908879547,0.6161696989175157,0.22001957893371582,1,0.5,NAO
846,CategoricalNB,0.6575016972165648,0.4865045442803128,0.4865045442803128,0.6163661921631459,0.019001007080078125,1,0.5,NAO
847,RidgeClassifier,0.6849966055668704,0.48644230995044735,0.4864423099504474,0.616628728884629,0.017983198165893555,1,0.5,NAO
848,SGDClassifier,0.6846571622539036,0.4862103990042507,0.4862103990042508,0.616426177152161,0.029016733169555664,1,0.5,NAO
849,RidgeClassifierCV,0.6849966055668704,0.48604130950423896,0.486041309504239,0.6162066108653234,0.017386674880981445,1,0.5,NAO
850,LinearDiscriminantAnalysis,0.6812627291242362,0.4854952913271177,0.48549529132711766,0.616046607332589,0.019001007080078125,1,0.5,NAO
851,KNeighborsClassifier,0.5773930753564155,0.4847056198774101,0.4847056198774101,0.585939472834295,0.0980062484741211,1,0.5,NAO
852,LabelPropagation,0.6493550577053632,0.4845476855874686,0.4845476855874686,0.6136594831432158,1.9909942150115967,1,0.5,NAO
853,LabelSpreading,0.6493550577053632,0.4841466851412602,0.4841466851412602,0.6133665790472614,3.1930012702941895,1,0.5,NAO
854,XGBClassifier,0.6272912423625254,0.4823054883633546,0.4823054883633546,0.6069079089215149,0.4399993419647217,1,0.5,NAO
855,LinearSVC,0.643245078071962,0.4819772903407623,0.48197729034076225,0.6106896942190978,0.06800055503845215,1,0.5,NAO
