 CD_PLEITO;CD_ELEICAO;  CD_CARGO;SG_UE_UF;DT_TOTALIZACAO     ;QT_SECOES_TOTAL;QT_APTOS_TOTAL;QT_SECOES_TOT;QT_SECOES_TOT_ACUMULADO;PE_SECOES_TOT_ACUMULADO                      ;QT_APTOS_TOT;QT_APTOS_TOT_ACUMULADO;QT_VOTOS_TOTAL;QT_VOTOS_TOTAL_ACUMULADO;QT_VOTOS_CONCORRENTES;QT_VOTOS_CONCORRENTES_ACUMULADO;LULA_QT_VOTOS_TOT;LULA_QT_VOTOS_TOT_ACUMULADO;LULA_PE_VOTOS_TOT_ACUMULADO                  ;JAIR_BOLSONARO_QT_VOTOS_TOT;JAIR_BOLSONARO_QT_VOTOS_TOT_ACUMULADO;JAIR_BOLSONARO_PE_VOTOS_TOT_ACUMULADO        ;BRANCO_QT_VOTOS_TOT;BRANCO_QT_VOTOS_TOT_ACUMULADO;BRANCO_PE_VOTOS_TOT_ACUMULADO                ;NULO_QT_VOTOS_TOT;NULO_QT_VOTOS_TOT_ACUMULADO;NULO_PE_VOTOS_TOT_ACUMULADO
       407;       545;         1;BR      ;30/10/2022 18:23:55;         472075;     156454011;           31;                 222437;                                     0,471190;       10538;              72957144;          8124;                57973626;                 7896;                       55445455;             3570;                   27501191;                                     0,496004;                       4326;                             27944264;                                     0,503996;                 73;                       798687;                                     0,013777;              155;                    1729484;                                     0,029832
       407;       545;         1;BR      ;30/10/2022 18:23:56;         472075;     156454011;          141;                 222578;                                     0,471489;       43675;              73000819;         33043;                58006669;                32057;                       55477512;            18857;                   27520048;                                     0,496058;                      13200;                             27957464;                                     0,503942;                314;                       799001;                                     0,013774;              672;                    1730156;                                     0,029827
       407;       545;         1;BR      ;30/10/2022 18:23:57;         472075;     156454011;           46;                 222624;                                     0,471586;       15393;              73016212;         12277;                58018946;                11549;                       55489061;             7840;                   27527888;                                     0,496096;                       3709;                             27961173;                                     0,503904;                138;                       799139;                                     0,013774;              590;                    1730746;                                     0,029831
       407;       545;         1;BR      ;30/10/2022 18:23:58;         472075;     156454011;           32;                 222656;                                     0,471654;       10521;              73026733;          9156;                58028102;                 8630;                       55497691;             5548;                   27533436;                                     0,496119;                       3082;                             27964255;                                     0,503881;                115;                       799254;                                     0,013774;              411;                    1731157;                                     0,029833
       407;       545;         1;BR      ;30/10/2022 18:23:59;         472075;     156454011;           73;                 222729;                                     0,471809;       25500;              73052233;         21709;                58049811;                20317;                       55518008;            13079;                   27546515;                                     0,496173;                       7238;                             27971493;                                     0,503827;                300;                       799554;                                     0,013774;             1092;                    1732249;                                     0,029841
       407;       545;         1;BR      ;30/10/2022 18:24:00;         472075;     156454011;           14;                 222743;                                     0,471838;        3659;              73055892;          2763;                58052574;                 2613;                       55520621;             1694;                   27548209;                                     0,496180;                        919;                             27972412;                                     0,503820;                 38;                       799592;                                     0,013774;              112;                    1732361;                                     0,029841
       407;       545;         1;BR      ;30/10/2022 18:24:01;         472075;     156454011;          200;                 222943;                                     0,472262;       66718;              73122610;         53177;                58105751;                50866;                       55571487;            23848;                   27572057;                                     0,496155;                      27018;                             27999430;                                     0,503845;                901;                       800493;                                     0,013776;             1410;                    1733771;                                     0,029838
       407;       545;         1;BR      ;30/10/2022 18:24:02;         472075;     156454011;          101;                 223044;                                     0,472476;       33020;              73155630;         28156;                58133907;                26491;                       55597978;            15593;                   27587650;                                     0,496199;                      10898;                             28010328;                                     0,503801;                371;                       800864;                                     0,013776;             1294;                    1735065;                                     0,029846
       407;       545;         1;BR      ;30/10/2022 18:24:03;         472075;     156454011;           16;                 223060;                                     0,472510;        4797;              73160427;          3919;                58137826;                 3718;                       55601696;             2206;                   27589856;                                     0,496205;                       1512;                             28011840;                                     0,503795;                 46;                       800910;                                     0,013776;              155;                    1735220;                                     0,029847
       407;       545;         1;BR      ;30/10/2022 18:24:05;         472075;     156454011;           19;                 223079;                                     0,472550;        5873;              73166300;          4653;                58142479;                 4410;                       55606106;             2802;                   27592658;                                     0,496216;                       1608;                             28013448;                                     0,503784;                 64;                       800974;                                     0,013776;              179;                    1735399;                                     0,029847
       407;       545;         1;BR      ;30/10/2022 18:24:06;         472075;     156454011;           70;                 223149;                                     0,472698;       23291;              73189591;         18480;                58160959;                17540;                       55623646;            11846;                   27604504;                                     0,496273;                       5694;                             28019142;                                     0,503727;                249;                       801223;                                     0,013776;              691;                    1736090;                                     0,029850
       407;       545;         1;BR      ;30/10/2022 18:24:07;         472075;     156454011;           98;                 223247;                                     0,472906;       34707;              73224298;         28772;                58189731;                27759;                       55651405;             7422;                   27611926;                                     0,496159;                      20337;                             28039479;                                     0,503841;                365;                       801588;                                     0,013775;              648;                    1736738;                                     0,029846
       407;       545;         1;BR      ;30/10/2022 18:24:08;         472075;     156454011;           16;                 223263;                                     0,472940;        5324;              73229622;          4351;                58194082;                 4229;                       55655634;             1362;                   27613288;                                     0,496145;                       2867;                             28042346;                                     0,503855;                 56;                       801644;                                     0,013775;               66;                    1736804;                                     0,029845
       407;       545;         1;BR      ;30/10/2022 18:24:09;         472075;     156454011;            7;                 223270;                                     0,472955;        2106;              73231728;          1760;                58195842;                 1723;                       55657357;              459;                   27613747;                                     0,496138;                       1264;                             28043610;                                     0,503862;                 19;                       801663;                                     0,013775;               18;                    1736822;                                     0,029844
       407;       545;         1;BR      ;30/10/2022 18:24:10;         472075;     156454011;           26;                 223296;                                     0,473010;        8417;              73240145;          6751;                58202593;                 6569;                       55663926;             2195;                   27615942;                                     0,496119;                       4374;                             28047984;                                     0,503881;                 82;                       801745;                                     0,013775;              100;                    1736922;                                     0,029843
       407;       545;         1;BR      ;30/10/2022 18:24:11;         472075;     156454011;           15;                 223311;                                     0,473041;        5159;              73245304;          4419;                58207012;                 4287;                       55668213;             1204;                   27617146;                                     0,496103;                       3083;                             28051067;                                     0,503897;                 53;                       801798;                                     0,013775;               79;                    1737001;                                     0,029842
       407;       545;         1;BR      ;30/10/2022 18:24:12;         472075;     156454011;           82;                 223393;                                     0,473215;       25337;              73270641;         19558;                58226570;                18514;                       55686727;             8423;                   27625569;                                     0,496089;                      10091;                             28061158;                                     0,503911;                309;                       802107;                                     0,013776;              735;                    1737736;                                     0,029844
       407;       545;         1;BR      ;30/10/2022 18:24:38;         472075;     156454011;          145;                 223538;                                     0,473522;       48964;              73319605;         37137;                58263707;                35364;                       55722091;            22915;                   27648484;                                     0,496185;                      12449;                             28073607;                                     0,503815;                433;                       802540;                                     0,013774;             1340;                    1739076;                                     0,029848
       407;       545;         1;BR      ;30/10/2022 18:24:39;         472075;     156454011;          239;                 223777;                                     0,474028;       80766;              73400371;         65968;                58329675;                63270;                       55785361;            37750;                   27686234;                                     0,496299;                      25520;                             28099127;                                     0,503701;                855;                       803395;                                     0,013773;             1843;                    1740919;                                     0,029846
       407;       545;         1;BR      ;30/10/2022 18:24:40;         472075;     156454011;           93;                 223870;                                     0,474225;       30298;              73430669;         23257;                58352932;                22251;                       55807612;            10852;                   27697086;                                     0,496296;                      11399;                             28110526;                                     0,503704;                355;                       803750;                                     0,013774;              651;                    1741570;                                     0,029845
       407;       545;         1;BR      ;30/10/2022 18:24:41;         472075;     156454011;          297;                 224167;                                     0,474855;      110137;              73540806;         85202;                58438134;                81364;                       55888976;            37966;                   27735052;                                     0,496253;                      43398;                             28153924;                                     0,503747;               1159;                       804909;                                     0,013774;             2679;                    1744249;                                     0,029848
       407;       545;         1;BR      ;30/10/2022 18:24:42;         472075;     156454011;          259;                 224426;                                     0,475403;       90181;              73630987;         70676;                58508810;                67920;                       55956896;            29291;                   27764343;                                     0,496174;                      38629;                             28192553;                                     0,503826;                874;                       805783;                                     0,013772;             1882;                    1746131;                                     0,029844
       407;       545;         1;BR      ;30/10/2022 18:24:43;         472075;     156454011;          167;                 224593;                                     0,475757;       52746;              73683733;         42070;                58550880;                40345;                       55997241;            20680;                   27785023;                                     0,496186;                      19665;                             28212218;                                     0,503814;                593;                       806376;                                     0,013772;             1132;                    1747263;                                     0,029842
       407;       545;         1;BR      ;30/10/2022 18:24:44;         472075;     156454011;          289;                 224882;                                     0,476369;       92851;              73776584;         75279;                58626159;                72397;                       56069638;            39463;                   27824486;                                     0,496249;                      32934;                             28245152;                                     0,503751;                983;                       807359;                                     0,013771;             1899;                    1749162;                                     0,029836
       407;       545;         1;BR      ;30/10/2022 18:24:45;         472075;     156454011;          267;                 225149;                                     0,476935;       86439;              73863023;         68770;                58694929;                66674;                       56136312;            41492;                   27865978;                                     0,496398;                      25182;                             28270334;                                     0,503602;                819;                       808178;                                     0,013769;             1277;                    1750439;                                     0,029823
       407;       545;         1;BR      ;30/10/2022 18:24:46;         472075;     156454011;          171;                 225320;                                     0,477297;       57177;              73920200;         45280;                58740209;                43561;                       56179873;            17996;                   27883974;                                     0,496334;                      25565;                             28295899;                                     0,503666;                620;                       808798;                                     0,013769;             1099;                    1751538;                                     0,029818
       407;       545;         1;BR      ;30/10/2022 18:24:47;         472075;     156454011;          560;                 225880;                                     0,478483;      199447;              74119647;        157338;                58897547;               147179;                       56327052;            73614;                   27957588;                                     0,496344;                      73565;                             28369464;                                     0,503656;               3147;                       811945;                                     0,013786;             7012;                    1758550;                                     0,029858
       407;       545;         1;BR      ;30/10/2022 18:24:48;         472075;     156454011;          181;                 226061;                                     0,478867;       59654;              74179301;         47722;                58945269;                44972;                       56372024;            17774;                   27975362;                                     0,496263;                      27198;                             28396662;                                     0,503737;                882;                       812827;                                     0,013790;             1868;                    1760418;                                     0,029865
       407;       545;         1;BR      ;30/10/2022 18:24:49;         472075;     156454011;          198;                 226259;                                     0,479286;       64970;              74244271;         51686;                58996955;                48684;                       56420708;            21838;                   27997200;                                     0,496222;                      26846;                             28423508;                                     0,503778;                972;                       813799;                                     0,013794;             2030;                    1762448;                                     0,029874
       407;       545;         1;BR      ;30/10/2022 18:24:50;         472075;     156454011;          180;                 226439;                                     0,479667;       60686;              74304957;         46935;                59043890;                44381;                       56465089;            17148;                   28014348;                                     0,496136;                      27233;                             28450741;                                     0,503864;                885;                       814684;                                     0,013798;             1669;                    1764117;                                     0,029878
       407;       545;         1;BR      ;30/10/2022 18:24:51;         472075;     156454011;          147;                 226586;                                     0,479979;       47828;              74352785;         36929;                59080819;                34849;                       56499938;            14564;                   28028912;                                     0,496087;                      20285;                             28471026;                                     0,503913;                699;                       815383;                                     0,013801;             1381;                    1765498;                                     0,029883
       407;       545;         1;BR      ;30/10/2022 18:24:52;         472075;     156454011;           12;                 226598;                                     0,480004;        3746;              74356531;          3182;                59084001;                 3065;                       56503003;             2112;                   28031024;                                     0,496098;                        953;                             28471979;                                     0,503902;                 29;                       815412;                                     0,013801;               88;                    1765586;                                     0,029883
       407;       545;         1;BR      ;30/10/2022 18:24:53;         472075;     156454011;           17;                 226615;                                     0,480040;        6757;              74363288;          5627;                59089628;                 5448;                       56508451;             3485;                   28034509;                                     0,496112;                       1963;                             28473942;                                     0,503888;                 50;                       815462;                                     0,013800;              129;                    1765715;                                     0,029882
       407;       545;         1;BR      ;30/10/2022 18:24:54;         472075;     156454011;           19;                 226634;                                     0,480080;        6907;              74370195;          5771;                59095399;                 5586;                       56514037;             3838;                   28038347;                                     0,496131;                       1748;                             28475690;                                     0,503869;                 39;                       815501;                                     0,013800;              146;                    1765861;                                     0,029882
       407;       545;         1;BR      ;30/10/2022 18:24:55;         472075;     156454011;           97;                 226731;                                     0,480286;       30334;              74400529;         24475;                59119874;                23551;                       56537588;            11739;                   28050086;                                     0,496132;                      11812;                             28487502;                                     0,503868;                329;                       815830;                                     0,013800;              595;                    1766456;                                     0,029879
       407;       545;         1;BR      ;30/10/2022 18:24:56;         472075;     156454011;          192;                 226923;                                     0,480693;       63348;              74463877;         50851;                59170725;                49119;                       56586707;            22503;                   28072589;                                     0,496099;                      26616;                             28514118;                                     0,503901;                667;                       816497;                                     0,013799;             1065;                    1767521;                                     0,029872
       407;       545;         1;BR      ;30/10/2022 18:24:57;         472075;     156454011;          174;                 227097;                                     0,481061;       61004;              74524881;         49881;                59220606;                47040;                       56633747;            30250;                   28102839;                                     0,496221;                      16790;                             28530908;                                     0,503779;                658;                       817155;                                     0,013798;             2183;                    1769704;                                     0,029883
       407;       545;         1;BR      ;30/10/2022 18:24:58;         472075;     156454011;           51;                 227148;                                     0,481169;       16411;              74541292;         12809;                59233415;                12068;                       56645815;             7864;                   28110703;                                     0,496254;                       4204;                             28535112;                                     0,503746;                169;                       817324;                                     0,013798;              572;                    1770276;                                     0,029886
       407;       545;         1;BR      ;30/10/2022 18:24:59;         472075;     156454011;           13;                 227161;                                     0,481197;        3676;              74544968;          2831;                59236246;                 2716;                       56648531;             2091;                   28112794;                                     0,496267;                        625;                             28535737;                                     0,503733;                 18;                       817342;                                     0,013798;               97;                    1770373;                                     0,029887
       407;       545;         1;BR      ;30/10/2022 18:25:00;         472075;     156454011;           48;                 227209;                                     0,481299;       14319;              74559287;         10522;                59246768;                10075;                       56658606;             6183;                   28118977;                                     0,496288;                       3892;                             28539629;                                     0,503712;                105;                       817447;                                     0,013797;              342;                    1770715;                                     0,029887
       407;       545;         1;BR      ;30/10/2022 18:25:01;         472075;     156454011;           15;                 227224;                                     0,481330;        4653;              74563940;          3625;                59250393;                 3416;                       56662022;             2792;                   28121769;                                     0,496307;                        624;                             28540253;                                     0,503693;                 31;                       817478;                                     0,013797;              178;                    1770893;                                     0,029888
       407;       545;         1;BR      ;30/10/2022 18:25:02;         472075;     156454011;           66;                 227290;                                     0,481470;       20731;              74584671;         16283;                59266676;                15142;                       56677164;            10150;                   28131919;                                     0,496354;                       4992;                             28545245;                                     0,503646;                195;                       817673;                                     0,013797;              946;                    1771839;                                     0,029896
       407;       545;         1;BR      ;30/10/2022 18:25:03;         472075;     156454011;           23;                 227313;                                     0,481519;        6605;              74591276;          5048;                59271724;                 4880;                       56682044;             2674;                   28134593;                                     0,496358;                       2206;                             28547451;                                     0,503642;                 44;                       817717;                                     0,013796;              124;                    1771963;                                     0,029896
       407;       545;         1;BR      ;30/10/2022 18:25:04;         472075;     156454011;           74;                 227387;                                     0,481676;       24347;              74615623;         18364;                59290088;                17828;                       56699872;            11579;                   28146172;                                     0,496406;                       6249;                             28553700;                                     0,503594;                150;                       817867;                                     0,013794;              386;                    1772349;                                     0,029893
       407;       545;         1;BR      ;30/10/2022 18:25:05;         472075;     156454011;           88;                 227475;                                     0,481862;       29259;              74644882;         23221;                59313309;                21963;                       56721835;            14334;                   28160506;                                     0,496467;                       7629;                             28561329;                                     0,503533;                283;                       818150;                                     0,013794;              975;                    1773324;                                     0,029898
       407;       545;         1;BR      ;30/10/2022 18:25:06;         472075;     156454011;          141;                 227616;                                     0,482161;       48349;              74693231;         40744;                59354053;                38370;                       56760205;            23625;                   28184131;                                     0,496547;                      14745;                             28576074;                                     0,503453;                545;                       818695;                                     0,013793;             1829;                    1775153;                                     0,029908
       407;       545;         1;BR      ;30/10/2022 18:25:07;         472075;     156454011;          139;                 227755;                                     0,482455;       48161;              74741392;         37530;                59391583;                35800;                       56796005;            18116;                   28202247;                                     0,496553;                      17684;                             28593758;                                     0,503447;                694;                       819389;                                     0,013796;             1036;                    1776189;                                     0,029906
       407;       545;         1;BR      ;30/10/2022 18:25:08;         472075;     156454011;           78;                 227833;                                     0,482620;       24558;              74765950;         20009;                59411592;                19076;                       56815081;             8209;                   28210456;                                     0,496531;                      10867;                             28604625;                                     0,503469;                327;                       819716;                                     0,013797;              606;                    1776795;                                     0,029907
       407;       545;         1;BR      ;30/10/2022 18:25:09;         472075;     156454011;          108;                 227941;                                     0,482849;       36363;              74802313;         30128;                59441720;                28215;                       56843296;            15722;                   28226178;                                     0,496561;                      12493;                             28617118;                                     0,503439;                400;                       820116;                                     0,013797;             1513;                    1778308;                                     0,029917
       407;       545;         1;BR      ;30/10/2022 18:25:10;         472075;     156454011;           82;                 228023;                                     0,483023;       27294;              74829607;         21963;                59463683;                20772;                       56864068;            10716;                   28236894;                                     0,496568;                      10056;                             28627174;                                     0,503432;                264;                       820380;                                     0,013796;              927;                    1779235;                                     0,029921
       407;       545;         1;BR      ;30/10/2022 18:25:11;         472075;     156454011;            9;                 228032;                                     0,483042;        2666;              74832273;          1929;                59465612;                 1867;                       56865935;             1281;                   28238175;                                     0,496575;                        586;                             28627760;                                     0,503425;                  8;                       820388;                                     0,013796;               54;                    1779289;                                     0,029921
       407;       545;         1;BR      ;30/10/2022 18:25:13;         472075;     156454011;           10;                 228042;                                     0,483063;        3064;              74835337;          2129;                59467741;                 2049;                       56867984;              875;                   28239050;                                     0,496572;                       1174;                             28628934;                                     0,503428;                 15;                       820403;                                     0,013796;               65;                    1779354;                                     0,029921
       407;       545;         1;BR      ;30/10/2022 18:25:14;         472075;     156454011;           44;                 228086;                                     0,483156;       13684;              74849021;         10797;                59478538;                10148;                       56878132;             7525;                   28246575;                                     0,496616;                       2623;                             28631557;                                     0,503384;                157;                       820560;                                     0,013796;              492;                    1779846;                                     0,029924
       407;       545;         1;BR      ;30/10/2022 18:25:15;         472075;     156454011;           62;                 228148;                                     0,483288;       20498;              74869519;         16913;                59495451;                16041;                       56894173;             9361;                   28255936;                                     0,496640;                       6680;                             28638237;                                     0,503360;                234;                       820794;                                     0,013796;              638;                    1780484;                                     0,029926
       407;       545;         1;BR      ;30/10/2022 18:25:16;         472075;     156454011;           71;                 228219;                                     0,483438;       25223;              74894742;         21014;                59516465;                20289;                       56914462;             5638;                   28261574;                                     0,496562;                      14651;                             28652888;                                     0,503438;                260;                       821054;                                     0,013795;              465;                    1780949;                                     0,029924
       407;       545;         1;BR      ;30/10/2022 18:25:17;         472075;     156454011;           20;                 228239;                                     0,483480;        6865;              74901607;          5801;                59522266;                 5629;                       56920091;             1496;                   28263070;                                     0,496539;                       4133;                             28657021;                                     0,503461;                 64;                       821118;                                     0,013795;              108;                    1781057;                                     0,029923
       407;       545;         1;BR      ;30/10/2022 18:25:18;         472075;     156454011;           23;                 228262;                                     0,483529;        7414;              74909021;          5962;                59528228;                 5689;                       56925780;             2323;                   28265393;                                     0,496531;                       3366;                             28660387;                                     0,503469;                 81;                       821199;                                     0,013795;              192;                    1781249;                                     0,029923
       407;       545;         1;BR      ;30/10/2022 18:25:19;         472075;     156454011;           54;                 228316;                                     0,483643;       17576;              74926597;         14387;                59542615;                13931;                       56939711;             4813;                   28270206;                                     0,496494;                       9118;                             28669505;                                     0,503506;                216;                       821415;                                     0,013795;              240;                    1781489;                                     0,029920
       407;       545;         1;BR      ;30/10/2022 18:25:20;         472075;     156454011;           11;                 228327;                                     0,483667;        2776;              74929373;          2306;                59544921;                 2238;                       56941949;              870;                   28271076;                                     0,496489;                       1368;                             28670873;                                     0,503511;                 31;                       821446;                                     0,013795;               37;                    1781526;                                     0,029919
       407;       545;         1;BR      ;30/10/2022 18:25:21;         472075;     156454011;           73;                 228400;                                     0,483821;       23728;              74953101;         18345;                59563266;                17324;                       56959273;             8108;                   28279184;                                     0,496481;                       9216;                             28680089;                                     0,503519;                354;                       821800;                                     0,013797;              667;                    1782193;                                     0,029921
       407;       545;         1;BR      ;30/10/2022 18:25:22;         472075;     156454011;           20;                 228420;                                     0,483864;        5815;              74958916;          4394;                59567660;                 4186;                       56963459;             2246;                   28281430;                                     0,496484;                       1940;                             28682029;                                     0,503516;                 57;                       821857;                                     0,013797;              151;                    1782344;                                     0,029921
       407;       545;         1;BR      ;30/10/2022 18:25:46;         472075;     156454011;          303;                 228723;                                     0,484506;      102640;              75061556;         80611;                59648271;                77399;                       57040858;            40898;                   28322328;                                     0,496527;                      36501;                             28718530;                                     0,503473;               1107;                       822964;                                     0,013797;             2105;                    1784449;                                     0,029916
       407;       545;         1;BR      ;30/10/2022 18:25:47;         472075;     156454011;          497;                 229220;                                     0,485558;      188276;              75249832;        147380;                59795651;               141100;                       57181958;            59837;                   28382165;                                     0,496348;                      81263;                             28799793;                                     0,503652;               1981;                       824945;                                     0,013796;             4299;                    1788748;                                     0,029914
       407;       545;         1;BR      ;30/10/2022 18:25:48;         472075;     156454011;          290;                 229510;                                     0,486173;       94210;              75344042;         73943;                59869594;                70999;                       57252957;            32550;                   28414715;                                     0,496301;                      38449;                             28838242;                                     0,503699;               1025;                       825970;                                     0,013796;             1919;                    1790667;                                     0,029909
       407;       545;         1;BR      ;30/10/2022 18:25:49;         472075;     156454011;          219;                 229729;                                     0,486637;       67947;              75411989;         55016;                59924610;                52766;                       57305723;            26585;                   28441300;                                     0,496308;                      26181;                             28864423;                                     0,503692;                745;                       826715;                                     0,013796;             1505;                    1792172;                                     0,029907
