 CD_PLEITO;CD_ELEICAO;  CD_CARGO;SG_UE_UF;DT_TOTALIZACAO     ;QT_SECOES_TOTAL;QT_APTOS_TOTAL;QT_SECOES_TOT;QT_SECOES_TOT_ACUMULADO;PE_SECOES_TOT_ACUMULADO                      ;QT_APTOS_TOT;QT_APTOS_TOT_ACUMULADO;QT_VOTOS_TOTAL;QT_VOTOS_TOTAL_ACUMULADO;QT_VOTOS_CONCORRENTES;QT_VOTOS_CONCORRENTES_ACUMULADO;LULA_QT_VOTOS_TOT;LULA_QT_VOTOS_TOT_ACUMULADO;LULA_PE_VOTOS_TOT_ACUMULADO                  ;JAIR_BOLSONARO_QT_VOTOS_TOT;JAIR_BOLSONARO_QT_VOTOS_TOT_ACUMULADO;JAIR_BOLSONARO_PE_VOTOS_TOT_ACUMULADO        ;BRANCO_QT_VOTOS_TOT;BRANCO_QT_VOTOS_TOT_ACUMULADO;BRANCO_PE_VOTOS_TOT_ACUMULADO                ;NULO_QT_VOTOS_TOT;NULO_QT_VOTOS_TOT_ACUMULADO;NULO_PE_VOTOS_TOT_ACUMULADO
       407;       545;         1;BR      ;30/10/2022 17:00:51;         472075;     156454011;           55;                     55;                                     0,000117;       42199;                 42199;         21282;                   21282;                20341;                          20341;            10291;                      10291;                                     0,505924;                      10050;                                10050;                                     0,494076;                525;                          525;                                     0,024669;              416;                        416;                                     0,019547
       407;       545;         1;BR      ;30/10/2022 17:00:52;         472075;     156454011;           30;                     85;                                     0,000180;       19339;                 61538;          6426;                   27708;                 6209;                          26550;             3277;                      13568;                                     0,511036;                       2932;                                12982;                                     0,488964;                108;                          633;                                     0,022845;              109;                        525;                                     0,018948
       407;       545;         1;BR      ;30/10/2022 17:00:54;         472075;     156454011;          373;                    458;                                     0,000970;      266391;                327929;        122525;                  150233;               117319;                         143869;            63700;                      77268;                                     0,537072;                      53619;                                66601;                                     0,462928;               2610;                         3243;                                     0,021586;             2596;                       3121;                                     0,020774
       407;       545;         1;BR      ;30/10/2022 17:00:55;         472075;     156454011;          115;                    573;                                     0,001214;       78926;                406855;         34164;                  184397;                33071;                         176940;            24111;                     101379;                                     0,572957;                       8960;                                75561;                                     0,427043;                511;                         3754;                                     0,020358;              582;                       3703;                                     0,020082
       407;       545;         1;BR      ;30/10/2022 17:01:51;         472075;     156454011;            1;                    574;                                     0,001216;          76;                406931;            55;                  184452;                   51;                         176991;               35;                     101414;                                     0,572990;                         16;                                75577;                                     0,427010;                  1;                         3755;                                     0,020358;                3;                       3706;                                     0,020092
       407;       545;         1;BR      ;30/10/2022 17:02:52;         472075;     156454011;            5;                    579;                                     0,001227;        1575;                408506;          1314;                  185766;                 1264;                         178255;              599;                     102013;                                     0,572287;                        665;                                76242;                                     0,427713;                 16;                         3771;                                     0,020300;               34;                       3740;                                     0,020133
       407;       545;         1;BR      ;30/10/2022 17:03:53;         472075;     156454011;            7;                    586;                                     0,001241;        2173;                410679;          1800;                  187566;                 1739;                         179994;              701;                     102714;                                     0,570652;                       1038;                                77280;                                     0,429348;                 20;                         3791;                                     0,020212;               41;                       3781;                                     0,020158
       407;       545;         1;BR      ;30/10/2022 17:04:53;         472075;     156454011;           16;                    602;                                     0,001275;        5690;                416369;          4834;                  192400;                 4601;                         184595;             1889;                     104603;                                     0,566662;                       2712;                                79992;                                     0,433338;                 72;                         3863;                                     0,020078;              161;                       3942;                                     0,020489
       407;       545;         1;BR      ;30/10/2022 17:04:54;         472075;     156454011;           12;                    614;                                     0,001301;        4029;                420398;          3343;                  195743;                 3195;                         187790;             1241;                     105844;                                     0,563630;                       1954;                                81946;                                     0,436370;                 48;                         3911;                                     0,019980;              100;                       4042;                                     0,020650
       407;       545;         1;BR      ;30/10/2022 17:05:54;         472075;     156454011;           46;                    660;                                     0,001398;       15098;                435496;         12378;                  208121;                11916;                         199706;             4667;                     110511;                                     0,553368;                       7249;                                89195;                                     0,446632;                179;                         4090;                                     0,019652;              283;                       4325;                                     0,020781
       407;       545;         1;BR      ;30/10/2022 17:05:55;         472075;     156454011;           73;                    733;                                     0,001553;       24996;                460492;         20306;                  228427;                19449;                         219155;             7626;                     118137;                                     0,539057;                      11823;                               101018;                                     0,460943;                302;                         4392;                                     0,019227;              555;                       4880;                                     0,021363
       407;       545;         1;BR      ;30/10/2022 17:05:56;         472075;     156454011;            1;                    734;                                     0,001555;         317;                460809;           264;                  228691;                  249;                         219404;              122;                     118259;                                     0,539001;                        127;                               101145;                                     0,460999;                 10;                         4402;                                     0,019249;                5;                       4885;                                     0,021361
       407;       545;         1;BR      ;30/10/2022 17:06:55;         472075;     156454011;          148;                    882;                                     0,001868;       51356;                512165;         42732;                  271423;                40930;                         260334;            16182;                     134441;                                     0,516417;                      24748;                               125893;                                     0,483583;                624;                         5026;                                     0,018517;             1178;                       6063;                                     0,022338
       407;       545;         1;BR      ;30/10/2022 17:06:56;         472075;     156454011;            4;                    886;                                     0,001877;        1139;                513304;           860;                  272283;                  839;                         261173;              373;                     134814;                                     0,516187;                        466;                               126359;                                     0,483813;                  8;                         5034;                                     0,018488;               13;                       6076;                                     0,022315
       407;       545;         1;BR      ;30/10/2022 17:06:57;         472075;     156454011;           97;                    983;                                     0,002082;       32328;                545632;         26485;                  298768;                25383;                         286556;             9479;                     144293;                                     0,503542;                      15904;                               142263;                                     0,496458;                450;                         5484;                                     0,018355;              652;                       6728;                                     0,022519
       407;       545;         1;BR      ;30/10/2022 17:06:58;         472075;     156454011;            1;                    984;                                     0,002084;         281;                545913;           237;                  299005;                  231;                         286787;               88;                     144381;                                     0,503443;                        143;                               142406;                                     0,496557;                  3;                         5487;                                     0,018351;                3;                       6731;                                     0,022511
       407;       545;         1;BR      ;30/10/2022 17:07:00;         472075;     156454011;            1;                    985;                                     0,002087;         327;                546240;           240;                  299245;                  239;                         287026;              194;                     144575;                                     0,503700;                         45;                               142451;                                     0,496300;                  0;                         5487;                                     0,018336;                1;                       6732;                                     0,022497
       407;       545;         1;BR      ;30/10/2022 17:07:01;         472075;     156454011;            1;                    986;                                     0,002089;         365;                546605;           318;                  299563;                  314;                         287340;              176;                     144751;                                     0,503762;                        138;                               142589;                                     0,496238;                  2;                         5489;                                     0,018323;                2;                       6734;                                     0,022479
       407;       545;         1;BR      ;30/10/2022 17:07:04;         472075;     156454011;            6;                    992;                                     0,002101;        1556;                548161;          1247;                  300810;                 1217;                         288557;              601;                     145352;                                     0,503720;                        616;                               143205;                                     0,496280;                 12;                         5501;                                     0,018287;               18;                       6752;                                     0,022446
       407;       545;         1;BR      ;30/10/2022 17:07:58;         472075;     156454011;           36;                   1028;                                     0,002178;       10651;                558812;          8635;                  309445;                 8234;                         296791;             3830;                     149182;                                     0,502650;                       4404;                               147609;                                     0,497350;                100;                         5601;                                     0,018100;              301;                       7053;                                     0,022792
       407;       545;         1;BR      ;30/10/2022 17:07:59;         472075;     156454011;          135;                   1163;                                     0,002464;       46050;                604862;         37568;                  347013;                35980;                         332771;            13190;                     162372;                                     0,487939;                      22790;                               170399;                                     0,512061;                617;                         6218;                                     0,017919;              971;                       8024;                                     0,023123
       407;       545;         1;BR      ;30/10/2022 17:08:00;         472075;     156454011;           44;                   1207;                                     0,002557;       15034;                619896;         12248;                  359261;                11805;                         344576;             5876;                     168248;                                     0,488275;                       5929;                               176328;                                     0,511725;                164;                         6382;                                     0,017764;              279;                       8303;                                     0,023111
       407;       545;         1;BR      ;30/10/2022 17:08:01;         472075;     156454011;          230;                   1437;                                     0,003044;       79236;                699132;         66340;                  425601;                63647;                         408223;            25146;                     193394;                                     0,473746;                      38501;                               214829;                                     0,526254;                973;                         7355;                                     0,017281;             1720;                      10023;                                     0,023550
       407;       545;         1;BR      ;30/10/2022 17:08:02;         472075;     156454011;            1;                   1438;                                     0,003046;         252;                699384;           190;                  425791;                  186;                         408409;               67;                     193461;                                     0,473694;                        119;                               214948;                                     0,526306;                  0;                         7355;                                     0,017274;                4;                      10027;                                     0,023549
       407;       545;         1;BR      ;30/10/2022 17:08:06;         472075;     156454011;            5;                   1443;                                     0,003057;        1264;                700648;           897;                  426688;                  884;                         409293;              418;                     193879;                                     0,473692;                        466;                               215414;                                     0,526308;                  3;                         7358;                                     0,017244;               10;                      10037;                                     0,023523
       407;       545;         1;BR      ;30/10/2022 17:08:09;         472075;     156454011;            3;                   1446;                                     0,003063;         893;                701541;           653;                  427341;                  637;                         409930;              252;                     194131;                                     0,473571;                        385;                               215799;                                     0,526429;                  3;                         7361;                                     0,017225;               13;                      10050;                                     0,023518
       407;       545;         1;BR      ;30/10/2022 17:08:12;         472075;     156454011;            1;                   1447;                                     0,003065;         264;                701805;           179;                  427520;                  177;                         410107;               88;                     194219;                                     0,473581;                         89;                               215888;                                     0,526419;                  0;                         7361;                                     0,017218;                2;                      10052;                                     0,023512
       407;       545;         1;BR      ;30/10/2022 17:08:59;         472075;     156454011;           45;                   1492;                                     0,003161;       15215;                717020;         12479;                  439999;                11938;                         422045;             6656;                     200875;                                     0,475956;                       5282;                               221170;                                     0,524044;                156;                         7517;                                     0,017084;              385;                      10437;                                     0,023721
       407;       545;         1;BR      ;30/10/2022 17:09:00;         472075;     156454011;            3;                   1495;                                     0,003167;         844;                717864;           670;                  440669;                  627;                         422672;              486;                     201361;                                     0,476400;                        141;                               221311;                                     0,523600;                  6;                         7523;                                     0,017072;               37;                      10474;                                     0,023768
       407;       545;         1;BR      ;30/10/2022 17:09:01;         472075;     156454011;           31;                   1526;                                     0,003233;       10381;                728245;          8419;                  449088;                 8145;                         430817;             3167;                     204528;                                     0,474744;                       4978;                               226289;                                     0,525256;                116;                         7639;                                     0,017010;              158;                      10632;                                     0,023675
       407;       545;         1;BR      ;30/10/2022 17:09:02;         472075;     156454011;          255;                   1781;                                     0,003773;       89272;                817517;         73724;                  522812;                70752;                         501569;            27195;                     231723;                                     0,461996;                      43557;                               269846;                                     0,538004;               1119;                         8758;                                     0,016752;             1853;                      12485;                                     0,023880
       407;       545;         1;BR      ;30/10/2022 17:09:03;         472075;     156454011;          321;                   2102;                                     0,004453;      110225;                927742;         91952;                  614764;                88413;                         589982;            34632;                     266355;                                     0,451463;                      53781;                               323627;                                     0,548537;               1306;                        10064;                                     0,016371;             2233;                      14718;                                     0,023941
       407;       545;         1;BR      ;30/10/2022 17:09:04;         472075;     156454011;           10;                   2112;                                     0,004474;        2938;                930680;          2435;                  617199;                 2368;                         592350;             1134;                     267489;                                     0,451573;                       1234;                               324861;                                     0,548427;                 21;                        10085;                                     0,016340;               46;                      14764;                                     0,023921
       407;       545;         1;BR      ;30/10/2022 17:09:05;         472075;     156454011;            3;                   2115;                                     0,004480;         936;                931616;           718;                  617917;                  707;                         593057;              573;                     268062;                                     0,452000;                        134;                               324995;                                     0,548000;                  3;                        10088;                                     0,016326;                8;                      14772;                                     0,023906
       407;       545;         1;BR      ;30/10/2022 17:09:10;         472075;     156454011;            9;                   2124;                                     0,004499;        2053;                933669;          1665;                  619582;                 1629;                         594686;              839;                     268901;                                     0,452173;                        790;                               325785;                                     0,547827;                 12;                        10100;                                     0,016301;               24;                      14796;                                     0,023881
       407;       545;         1;BR      ;30/10/2022 17:10:01;         472075;     156454011;           18;                   2142;                                     0,004537;        5293;                938962;          4165;                  623747;                 3985;                         598671;             2361;                     271262;                                     0,453107;                       1624;                               327409;                                     0,546893;                 49;                        10149;                                     0,016271;              131;                      14927;                                     0,023931
       407;       545;         1;BR      ;30/10/2022 17:10:02;         472075;     156454011;           47;                   2189;                                     0,004637;       14601;                953563;         11622;                  635369;                11256;                         609927;             5103;                     276365;                                     0,453112;                       6153;                               333562;                                     0,546888;                119;                        10268;                                     0,016161;              247;                      15174;                                     0,023882
       407;       545;         1;BR      ;30/10/2022 17:10:03;         472075;     156454011;          105;                   2294;                                     0,004859;       35437;                989000;         29194;                  664563;                27984;                         637911;             9405;                     285770;                                     0,447978;                      18579;                               352141;                                     0,552022;                470;                        10738;                                     0,016158;              740;                      15914;                                     0,023947
       407;       545;         1;BR      ;30/10/2022 17:10:04;         472075;     156454011;          246;                   2540;                                     0,005381;       81619;               1070619;         67802;                  732365;                65317;                         703228;            26986;                     312756;                                     0,444743;                      38331;                               390472;                                     0,555257;               1057;                        11795;                                     0,016105;             1428;                      17342;                                     0,023679
       407;       545;         1;BR      ;30/10/2022 17:10:05;         472075;     156454011;           55;                   2595;                                     0,005497;       19688;               1090307;         16380;                  748745;                15607;                         718835;             6062;                     318818;                                     0,443520;                       9545;                               400017;                                     0,556480;                200;                        11995;                                     0,016020;              573;                      17915;                                     0,023927
       407;       545;         1;BR      ;30/10/2022 17:10:06;         472075;     156454011;           14;                   2609;                                     0,005527;        3862;               1094169;          3173;                  751918;                 3082;                         721917;             1573;                     320391;                                     0,443806;                       1509;                               401526;                                     0,556194;                 28;                        12023;                                     0,015990;               63;                      17978;                                     0,023910
       407;       545;         1;BR      ;30/10/2022 17:10:07;         472075;     156454011;            9;                   2618;                                     0,005546;        2900;               1097069;          2317;                  754235;                 2256;                         724173;              901;                     321292;                                     0,443667;                       1355;                               402881;                                     0,556333;                 19;                        12042;                                     0,015966;               42;                      18020;                                     0,023892
       407;       545;         1;BR      ;30/10/2022 17:10:08;         472075;     156454011;           16;                   2634;                                     0,005580;        4365;               1101434;          3398;                  757633;                 3328;                         727501;             1824;                     323116;                                     0,444145;                       1504;                               404385;                                     0,555855;                 27;                        12069;                                     0,015930;               43;                      18063;                                     0,023841
       407;       545;         1;BR      ;30/10/2022 17:10:14;         472075;     156454011;            6;                   2640;                                     0,005592;        1593;               1103027;          1275;                  758908;                 1242;                         728743;              598;                     323714;                                     0,444209;                        644;                               405029;                                     0,555791;                  9;                        12078;                                     0,015915;               24;                      18087;                                     0,023833
       407;       545;         1;BR      ;30/10/2022 17:11:02;         472075;     156454011;            3;                   2643;                                     0,005599;         859;               1103886;           669;                  759577;                  644;                         729387;              316;                     324030;                                     0,444250;                        328;                               405357;                                     0,555750;                  8;                        12086;                                     0,015911;               17;                      18104;                                     0,023834
       407;       545;         1;BR      ;30/10/2022 17:11:03;         472075;     156454011;           71;                   2714;                                     0,005749;       23743;               1127629;         18956;                  778533;                18286;                         747673;            10356;                     334386;                                     0,447236;                       7930;                               413287;                                     0,552764;                183;                        12269;                                     0,015759;              487;                      18591;                                     0,023880
       407;       545;         1;BR      ;30/10/2022 17:11:04;         472075;     156454011;           39;                   2753;                                     0,005832;       12896;               1140525;         10564;                  789097;                10136;                         757809;             4106;                     338492;                                     0,446672;                       6030;                               419317;                                     0,553328;                157;                        12426;                                     0,015747;              271;                      18862;                                     0,023903
       407;       545;         1;BR      ;30/10/2022 17:11:05;         472075;     156454011;            1;                   2754;                                     0,005834;         286;               1140811;           249;                  789346;                  239;                         758048;              210;                     338702;                                     0,446808;                         29;                               419346;                                     0,553192;                  1;                        12427;                                     0,015743;                9;                      18871;                                     0,023907
       407;       545;         1;BR      ;30/10/2022 17:11:06;         472075;     156454011;            7;                   2761;                                     0,005849;        2214;               1143025;          1577;                  790923;                 1538;                         759586;              577;                     339279;                                     0,446663;                        961;                               420307;                                     0,553337;                 15;                        12442;                                     0,015731;               24;                      18895;                                     0,023890
       407;       545;         1;BR      ;30/10/2022 17:11:07;         472075;     156454011;          130;                   2891;                                     0,006124;       45044;               1188069;         37332;                  828255;                35890;                         795476;            13998;                     353277;                                     0,444108;                      21892;                               442199;                                     0,555892;                571;                        13013;                                     0,015711;              871;                      19766;                                     0,023865
       407;       545;         1;BR      ;30/10/2022 17:11:08;         472075;     156454011;            4;                   2895;                                     0,006133;        1387;               1189456;          1071;                  829326;                 1042;                         796518;              579;                     353856;                                     0,444254;                        463;                               442662;                                     0,555746;                 11;                        13024;                                     0,015704;               18;                      19784;                                     0,023856
       407;       545;         1;BR      ;30/10/2022 17:11:09;         472075;     156454011;           13;                   2908;                                     0,006160;        3744;               1193200;          2882;                  832208;                 2769;                         799287;             1107;                     354963;                                     0,444100;                       1662;                               444324;                                     0,555900;                 30;                        13054;                                     0,015686;               83;                      19867;                                     0,023873
       407;       545;         1;BR      ;30/10/2022 17:11:10;         472075;     156454011;           49;                   2957;                                     0,006264;       18245;               1211445;         14818;                  847026;                14118;                         813405;             5526;                     360489;                                     0,443185;                       8592;                               452916;                                     0,556815;                185;                        13239;                                     0,015630;              515;                      20382;                                     0,024063
       407;       545;         1;BR      ;30/10/2022 17:11:11;         472075;     156454011;          173;                   3130;                                     0,006630;       55514;               1266959;         46072;                  893098;                44364;                         857769;            18276;                     378765;                                     0,441570;                      26088;                               479004;                                     0,558430;                723;                        13962;                                     0,015633;              985;                      21367;                                     0,023925
       407;       545;         1;BR      ;30/10/2022 17:11:17;         472075;     156454011;           11;                   3141;                                     0,006654;        2788;               1269747;          2218;                  895316;                 2163;                         859932;             1483;                     380248;                                     0,442184;                        680;                               479684;                                     0,557816;                 12;                        13974;                                     0,015608;               43;                      21410;                                     0,023913
       407;       545;         1;BR      ;30/10/2022 17:12:06;         472075;     156454011;           63;                   3204;                                     0,006787;       20347;               1290094;         16218;                  911534;                15685;                         875617;             7039;                     387287;                                     0,442302;                       8646;                               488330;                                     0,557698;                182;                        14156;                                     0,015530;              351;                      21761;                                     0,023873
       407;       545;         1;BR      ;30/10/2022 17:12:07;         472075;     156454011;          107;                   3311;                                     0,007014;       37101;               1327195;         30381;                  941915;                29016;                         904633;            10229;                     397516;                                     0,439422;                      18787;                               507117;                                     0,560578;                526;                        14682;                                     0,015587;              839;                      22600;                                     0,023994
       407;       545;         1;BR      ;30/10/2022 17:12:08;         472075;     156454011;           96;                   3407;                                     0,007217;       34151;               1361346;         27815;                  969730;                26981;                         931614;            12623;                     410139;                                     0,440246;                      14358;                               521475;                                     0,559754;                316;                        14998;                                     0,015466;              518;                      23118;                                     0,023840
       407;       545;         1;BR      ;30/10/2022 17:12:09;         472075;     156454011;          164;                   3571;                                     0,007564;       53478;               1414824;         44610;                 1014340;                42915;                         974529;            17715;                     427854;                                     0,439037;                      25200;                               546675;                                     0,560963;                676;                        15674;                                     0,015452;             1019;                      24137;                                     0,023796
       407;       545;         1;BR      ;30/10/2022 17:12:10;         472075;     156454011;           31;                   3602;                                     0,007630;       11136;               1425960;          9291;                 1023631;                 8856;                         983385;             3397;                     431251;                                     0,438537;                       5459;                               552134;                                     0,561463;                109;                        15783;                                     0,015419;              326;                      24463;                                     0,023898
       407;       545;         1;BR      ;30/10/2022 17:12:11;         472075;     156454011;           13;                   3615;                                     0,007658;        4007;               1429967;          3280;                 1026911;                 3150;                         986535;             1299;                     432550;                                     0,438454;                       1851;                               553985;                                     0,561546;                 40;                        15823;                                     0,015408;               90;                      24553;                                     0,023910
       407;       545;         1;BR      ;30/10/2022 17:12:13;         472075;     156454011;            2;                   3617;                                     0,007662;         501;               1430468;           393;                 1027304;                  391;                         986926;              136;                     432686;                                     0,438418;                        255;                               554240;                                     0,561582;                  1;                        15824;                                     0,015403;                1;                      24554;                                     0,023901
       407;       545;         1;BR      ;30/10/2022 17:12:14;         472075;     156454011;            1;                   3618;                                     0,007664;         218;               1430686;           184;                 1027488;                  180;                         987106;               92;                     432778;                                     0,438431;                         88;                               554328;                                     0,561569;                  0;                        15824;                                     0,015401;                4;                      24558;                                     0,023901
       407;       545;         1;BR      ;30/10/2022 17:12:17;         472075;     156454011;           13;                   3631;                                     0,007692;        3521;               1434207;          2673;                 1030161;                 2592;                         989698;             1590;                     434368;                                     0,438889;                       1002;                               555330;                                     0,561111;                 19;                        15843;                                     0,015379;               62;                      24620;                                     0,023899
