,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,encoder,Fator_balanc,Normalizacao
11574,ExtraTreeClassifier,0.483125,0.5120846218256235,0.5120846218256235,0.5244865384397328,0.04399585723876953,21,LabelEncoder,0.65,NAO
11575,DecisionTreeClassifier,0.46,0.503303981403391,0.503303981403391,0.5005219678096251,0.3099682331085205,21,LabelEncoder,0.65,NAO
11576,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.03400421142578125,21,LabelEncoder,0.65,NAO
11577,Perceptron,0.44979166666666665,0.4846159310547047,0.48461593105470463,0.4915692575353043,0.054001808166503906,21,LabelEncoder,0.65,NAO
11578,GaussianNB,0.48875,0.4240190077173509,0.4240190077173509,0.530936088253556,0.042015790939331055,21,LabelEncoder,0.65,NAO
11579,QuadraticDiscriminantAnalysis,0.486875,0.42382630065928484,0.42382630065928484,0.5293737194212818,0.07600235939025879,21,LabelEncoder,0.65,NAO
11580,BernoulliNB,0.6952083333333333,0.6287048876555636,0.6287048876555636,0.7113239499080338,0.044999122619628906,26,LabelEncoder,0.65,SIM
11581,RidgeClassifierCV,0.654375,0.6075433855380532,0.6075433855380533,0.6783521653282096,0.06000566482543945,26,LabelEncoder,0.65,SIM
11582,LinearDiscriminantAnalysis,0.6497916666666667,0.60358949013491,0.60358949013491,0.6744071530602942,0.07899856567382812,26,LabelEncoder,0.65,SIM
11583,RidgeClassifier,0.651875,0.6035789101395652,0.6035789101395652,0.6759850221561796,0.0478816032409668,26,LabelEncoder,0.65,SIM
11584,NearestCentroid,0.5739583333333333,0.598042549718421,0.598042549718421,0.6100458198138908,0.03601980209350586,26,LabelEncoder,0.65,SIM
11585,PassiveAggressiveClassifier,0.6310416666666666,0.5837988531285045,0.5837988531285047,0.6578443373464928,0.05398702621459961,26,LabelEncoder,0.65,SIM
11586,KNeighborsClassifier,0.6133333333333333,0.5677104587788268,0.5677104587788268,0.64247194424176,2.2414228916168213,26,LabelEncoder,0.65,SIM
11587,SVC,0.5775,0.5625670696133465,0.5625670696133466,0.6128146183680309,4.555299282073975,26,LabelEncoder,0.65,SIM
11588,AdaBoostClassifier,0.5595833333333333,0.5574675118571519,0.5574675118571519,0.5969353441008869,1.4674632549285889,26,LabelEncoder,0.65,SIM
11589,NuSVC,0.5635416666666667,0.5546162031117278,0.5546162031117277,0.6004126072602326,5.681304931640625,26,LabelEncoder,0.65,SIM
11590,LabelSpreading,0.5889583333333334,0.5503751364063686,0.5503751364063686,0.6216255069324473,8.62860918045044,26,LabelEncoder,0.65,SIM
11591,LinearSVC,0.5566666666666666,0.5502020779110857,0.5502020779110857,0.5942258259947638,1.2641682624816895,26,LabelEncoder,0.65,SIM
11592,LabelPropagation,0.5872916666666667,0.5499791422948916,0.5499791422948916,0.6202501886366465,5.545355558395386,26,LabelEncoder,0.65,SIM
11593,CalibratedClassifierCV,0.5645833333333333,0.5498922351902737,0.5498922351902737,0.6011963085161489,3.8272976875305176,26,LabelEncoder,0.65,SIM
11594,SGDClassifier,0.57625,0.5469343707774483,0.5469343707774482,0.6109878377797364,0.07999992370605469,26,LabelEncoder,0.65,SIM
11595,LogisticRegression,0.54625,0.5445251546946462,0.5445251546946462,0.5847766783997255,0.060982704162597656,26,LabelEncoder,0.65,SIM
11596,LGBMClassifier,0.5195833333333333,0.5408856362960344,0.5408856362960343,0.5595712139889445,0.5500032901763916,26,LabelEncoder,0.65,SIM
11597,ExtraTreesClassifier,0.5254166666666666,0.5385640830318035,0.5385640830318035,0.5653469118107111,1.474684238433838,26,LabelEncoder,0.65,SIM
11598,RandomForestClassifier,0.5158333333333334,0.5378038347948841,0.5378038347948841,0.5560161797229658,4.7398459911346436,26,LabelEncoder,0.65,SIM
11599,XGBClassifier,0.5152083333333334,0.5353802601469713,0.5353802601469712,0.5555193588705695,2.153477191925049,26,LabelEncoder,0.65,SIM
11600,BaggingClassifier,0.5252083333333334,0.5340486921614326,0.5340486921614326,0.5652795501058941,2.2671396732330322,26,LabelEncoder,0.65,SIM
11601,DecisionTreeClassifier,0.49583333333333335,0.5279961791102527,0.5279961791102528,0.5363864113866689,0.37345051765441895,26,LabelEncoder,0.65,SIM
11602,ExtraTreeClassifier,0.49375,0.5098061442567251,0.509806144256725,0.5355368691462161,0.046198129653930664,26,LabelEncoder,0.65,SIM
11603,Perceptron,0.473125,0.49251918757727176,0.49251918757727176,0.5157131667317439,0.03999519348144531,26,LabelEncoder,0.65,SIM
11604,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.04099893569946289,26,LabelEncoder,0.65,SIM
11605,GaussianNB,0.5327083333333333,0.4593206736131893,0.45932067361318935,0.5689120367402458,0.046006202697753906,26,LabelEncoder,0.65,SIM
11606,QuadraticDiscriminantAnalysis,0.495625,0.4338259076880292,0.43382590768802914,0.5372330508837944,0.05500078201293945,26,LabelEncoder,0.65,SIM
11607,BernoulliNB,0.6854166666666667,0.6136548442775828,0.6136548442775828,0.7019096439963418,0.04700422286987305,26,LabelEncoder,0.65,NAO
11608,RidgeClassifierCV,0.6610416666666666,0.6084532651377061,0.6084532651377064,0.6834740075584308,0.059191226959228516,26,LabelEncoder,0.65,NAO
11609,RidgeClassifier,0.6608333333333334,0.6083195037679898,0.6083195037679898,0.6833013850889192,0.047009944915771484,26,LabelEncoder,0.65,NAO
11610,LinearDiscriminantAnalysis,0.6589583333333333,0.6081267967099238,0.6081267967099236,0.6818760230935874,0.07902026176452637,26,LabelEncoder,0.65,NAO
11611,NearestCentroid,0.581875,0.599080900690118,0.599080900690118,0.6173776978417266,0.03698372840881348,26,LabelEncoder,0.65,NAO
11612,KNeighborsClassifier,0.616875,0.5699844020640059,0.5699844020640059,0.6454515371402777,2.284026861190796,26,LabelEncoder,0.65,NAO
11613,SVC,0.578125,0.5649906442612593,0.5649906442612594,0.6134451882716995,4.22503137588501,26,LabelEncoder,0.65,NAO
11614,NuSVC,0.5654166666666667,0.5585164428241938,0.5585164428241937,0.6021551490408475,5.666773319244385,26,LabelEncoder,0.65,NAO
11615,SGDClassifier,0.5847916666666667,0.5571372648596035,0.5571372648596035,0.6186982905314509,0.07998275756835938,26,LabelEncoder,0.65,NAO
11616,LabelPropagation,0.5947916666666667,0.5554686484509376,0.5554686484509376,0.6267215950531158,5.590669631958008,26,LabelEncoder,0.65,NAO
11617,LabelSpreading,0.5958333333333333,0.5554633584532651,0.5554633584532652,0.62755275800851,7.829527854919434,26,LabelEncoder,0.65,NAO
11618,LinearSVC,0.5566666666666666,0.551887320026722,0.551887320026722,0.5942497596895323,1.2665035724639893,26,LabelEncoder,0.65,NAO
11619,CalibratedClassifierCV,0.566875,0.5513636102571544,0.5513636102571544,0.603234394289134,4.11849045753479,26,LabelEncoder,0.65,NAO
11620,LogisticRegression,0.5458333333333333,0.5445946803783406,0.5445946803783406,0.5843966399578338,0.06419229507446289,26,LabelEncoder,0.65,NAO
11621,ExtraTreesClassifier,0.5154166666666666,0.538547457324833,0.538547457324833,0.5555636165168721,2.0024614334106445,26,LabelEncoder,0.65,NAO
11622,AdaBoostClassifier,0.5325,0.5373821464089985,0.5373821464089985,0.5721073733935468,1.4480092525482178,26,LabelEncoder,0.65,NAO
11623,LGBMClassifier,0.51125,0.5345240362379955,0.5345240362379955,0.551630774697939,0.5644505023956299,26,LabelEncoder,0.65,NAO
11624,RandomForestClassifier,0.5058333333333334,0.5340796764335138,0.5340796764335138,0.5461996891473944,4.540055990219116,26,LabelEncoder,0.65,NAO
11625,XGBClassifier,0.5,0.5262897770039267,0.5262897770039268,0.5407965189099637,2.031153917312622,26,LabelEncoder,0.65,NAO
11626,ExtraTreeClassifier,0.49166666666666664,0.5202652253690151,0.520265225369015,0.5326900230150169,0.05600285530090332,26,LabelEncoder,0.65,NAO
11627,BaggingClassifier,0.51,0.5195654342483518,0.5195654342483518,0.5511070828185446,2.1882131099700928,26,LabelEncoder,0.65,NAO
11628,Perceptron,0.44729166666666664,0.5028966515826161,0.5028966515826161,0.4861851210932941,0.04999804496765137,26,LabelEncoder,0.65,NAO
11629,DecisionTreeClassifier,0.4585416666666667,0.4996712644303579,0.4996712644303579,0.49936422006702913,0.694793701171875,26,LabelEncoder,0.65,NAO
11630,PassiveAggressiveClassifier,0.5914583333333333,0.4889522177181671,0.4889522177181671,0.6152599847890726,0.06100106239318848,26,LabelEncoder,0.65,NAO
11631,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.04183006286621094,26,LabelEncoder,0.65,NAO
11632,QuadraticDiscriminantAnalysis,0.49125,0.43000577365460246,0.43000577365460246,0.5333762768540602,0.05799603462219238,26,LabelEncoder,0.65,NAO
11633,GaussianNB,0.4891666666666667,0.4242865304567837,0.4242865304567838,0.5312965626202879,0.048146724700927734,26,LabelEncoder,0.65,NAO
11634,RidgeClassifierCV,0.6533333333333333,0.6055263849969621,0.6055263849969621,0.6773220885056381,0.09035539627075195,N/A,OneHotEncoder,0.65,NAO
11635,RidgeClassifier,0.6535416666666667,0.6049860495204239,0.6049860495204239,0.6774140859826229,0.06283259391784668,N/A,OneHotEncoder,0.65,NAO
11636,LinearDiscriminantAnalysis,0.65,0.6033862030814992,0.6033862030814993,0.6745416464303059,0.11799383163452148,N/A,OneHotEncoder,0.65,NAO
11637,KNeighborsClassifier,0.5941666666666666,0.566189962304988,0.5661899623049881,0.6270197746454482,2.8710272312164307,N/A,OneHotEncoder,0.65,NAO
11638,NearestCentroid,0.5239583333333333,0.5595359009470607,0.5595359009470607,0.5628984259847793,0.05501222610473633,N/A,OneHotEncoder,0.65,NAO
11639,SVC,0.5754166666666667,0.5585330685311641,0.5585330685311641,0.6108648183819482,5.046244144439697,N/A,OneHotEncoder,0.65,NAO
11640,CalibratedClassifierCV,0.5675,0.55345013648194,0.55345013648194,0.6038461802215888,7.114063024520874,N/A,OneHotEncoder,0.65,NAO
11641,LabelSpreading,0.5704166666666667,0.552963456696079,0.552963456696079,0.6063499148804646,8.710439682006836,N/A,OneHotEncoder,0.65,NAO
11642,LabelPropagation,0.56875,0.5518933657383476,0.5518933657383476,0.6048740450100827,7.1451451778411865,N/A,OneHotEncoder,0.65,NAO
11643,AdaBoostClassifier,0.5610416666666667,0.5516628729826216,0.5516628729826216,0.5981390123745675,1.067793607711792,N/A,OneHotEncoder,0.65,NAO
11644,LinearSVC,0.554375,0.5497418481135868,0.5497418481135868,0.5921668265975824,2.0042450428009033,N/A,OneHotEncoder,0.65,NAO
11645,LogisticRegression,0.5435416666666667,0.544471499003969,0.544471499003969,0.5822967911213153,0.21159577369689941,N/A,OneHotEncoder,0.65,NAO
11646,NuSVC,0.55125,0.5423426527978042,0.5423426527978042,0.5892680588311662,7.677802085876465,N/A,OneHotEncoder,0.65,NAO
11647,BernoulliNB,0.5158333333333334,0.5364556411023751,0.5364556411023751,0.5560840791975333,0.06000256538391113,N/A,OneHotEncoder,0.65,NAO
11648,RandomForestClassifier,0.5029166666666667,0.5322070172574839,0.5322070172574839,0.5433572649948196,2.5441629886627197,N/A,OneHotEncoder,0.65,NAO
11649,LGBMClassifier,0.5154166666666666,0.5321435372854151,0.532143537285415,0.5558758971291866,0.5411653518676758,N/A,OneHotEncoder,0.65,NAO
11650,ExtraTreesClassifier,0.5091666666666667,0.5274565993476676,0.5274565993476676,0.54993754181906,1.4662680625915527,N/A,OneHotEncoder,0.65,NAO
11651,XGBClassifier,0.5022916666666667,0.5257388615320437,0.5257388615320437,0.5431577226442035,1.7479243278503418,N/A,OneHotEncoder,0.65,NAO
11652,BaggingClassifier,0.5154166666666666,0.519335697206579,0.5193356972065789,0.5563276897075571,1.443624496459961,N/A,OneHotEncoder,0.65,NAO
11653,DecisionTreeClassifier,0.4633333333333333,0.513196277050781,0.513196277050781,0.5029495544331303,0.2645730972290039,N/A,OneHotEncoder,0.65,NAO
11654,QuadraticDiscriminantAnalysis,0.23395833333333332,0.5054630561676838,0.5054630561676838,0.10879115951567246,0.09000039100646973,N/A,OneHotEncoder,0.65,NAO
11655,ExtraTreeClassifier,0.4660416666666667,0.49943094739324023,0.49943094739324023,0.5075792977118679,0.05909919738769531,N/A,OneHotEncoder,0.65,NAO
11656,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.048012495040893555,N/A,OneHotEncoder,0.65,NAO
11657,PassiveAggressiveClassifier,0.4583333333333333,0.4850444208661691,0.48504442086616917,0.5008107080311329,0.07121634483337402,N/A,OneHotEncoder,0.65,NAO
11658,SGDClassifier,0.505,0.4850096580243219,0.4850096580243219,0.5470298719772403,0.1119832992553711,N/A,OneHotEncoder,0.65,NAO
11659,GaussianNB,0.461875,0.4728252819568759,0.47282528195687595,0.5056415712362669,0.06398773193359375,N/A,OneHotEncoder,0.65,NAO
11660,Perceptron,0.378125,0.39815620909698224,0.3981562090969823,0.42264153007899136,0.06001687049865723,N/A,OneHotEncoder,0.65,NAO
11661,RidgeClassifierCV,0.6533333333333333,0.6055263849969621,0.6055263849969621,0.6773220885056381,0.08341622352600098,N/A,OneHotEncoder,0.65,SIM
11662,RidgeClassifier,0.6535416666666667,0.6049860495204239,0.6049860495204239,0.6774140859826229,0.05897831916809082,N/A,OneHotEncoder,0.65,SIM
11663,LinearDiscriminantAnalysis,0.65,0.6033862030814992,0.6033862030814993,0.6745416464303059,0.10815572738647461,N/A,OneHotEncoder,0.65,SIM
11664,KNeighborsClassifier,0.5941666666666666,0.566189962304988,0.5661899623049881,0.6270197746454482,2.763624429702759,N/A,OneHotEncoder,0.65,SIM
11665,NearestCentroid,0.5239583333333333,0.5595359009470607,0.5595359009470607,0.5628984259847793,0.04900932312011719,N/A,OneHotEncoder,0.65,SIM
11666,SVC,0.5754166666666667,0.5585330685311641,0.5585330685311641,0.6108648183819482,5.006008148193359,N/A,OneHotEncoder,0.65,SIM
11667,CalibratedClassifierCV,0.5675,0.55345013648194,0.55345013648194,0.6038461802215888,7.10734486579895,N/A,OneHotEncoder,0.65,SIM
11668,LabelSpreading,0.5704166666666667,0.552963456696079,0.552963456696079,0.6063499148804646,9.163854360580444,N/A,OneHotEncoder,0.65,SIM
11669,LabelPropagation,0.56875,0.5518933657383476,0.5518933657383476,0.6048740450100827,6.574017524719238,N/A,OneHotEncoder,0.65,SIM
11670,AdaBoostClassifier,0.5610416666666667,0.5516628729826216,0.5516628729826216,0.5981390123745675,1.103259563446045,N/A,OneHotEncoder,0.65,SIM
11671,LinearSVC,0.554375,0.5497418481135868,0.5497418481135868,0.5921668265975824,2.2412822246551514,N/A,OneHotEncoder,0.65,SIM
11672,LogisticRegression,0.5435416666666667,0.544471499003969,0.544471499003969,0.5822967911213153,0.19648981094360352,N/A,OneHotEncoder,0.65,SIM
11673,NuSVC,0.55125,0.5423426527978042,0.5423426527978042,0.5892680588311662,7.682589769363403,N/A,OneHotEncoder,0.65,SIM
11674,BernoulliNB,0.5158333333333334,0.5364556411023751,0.5364556411023751,0.5560840791975333,0.0560147762298584,N/A,OneHotEncoder,0.65,SIM
11675,RandomForestClassifier,0.5029166666666667,0.5322070172574839,0.5322070172574839,0.5433572649948196,2.5465385913848877,N/A,OneHotEncoder,0.65,SIM
11676,LGBMClassifier,0.5154166666666666,0.5321435372854151,0.532143537285415,0.5558758971291866,0.5234653949737549,N/A,OneHotEncoder,0.65,SIM
11677,ExtraTreesClassifier,0.5091666666666667,0.5274565993476676,0.5274565993476676,0.54993754181906,1.4491822719573975,N/A,OneHotEncoder,0.65,SIM
11678,XGBClassifier,0.5022916666666667,0.5257388615320437,0.5257388615320437,0.5431577226442035,1.8125216960906982,N/A,OneHotEncoder,0.65,SIM
11679,BaggingClassifier,0.5154166666666666,0.519335697206579,0.5193356972065789,0.5563276897075571,1.4270737171173096,N/A,OneHotEncoder,0.65,SIM
11680,DecisionTreeClassifier,0.4633333333333333,0.513196277050781,0.513196277050781,0.5029495544331303,0.2582406997680664,N/A,OneHotEncoder,0.65,SIM
11681,ExtraTreeClassifier,0.4660416666666667,0.49943094739324023,0.49943094739324023,0.5075792977118679,0.05299568176269531,N/A,OneHotEncoder,0.65,SIM
11682,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.04601621627807617,N/A,OneHotEncoder,0.65,SIM
11683,PassiveAggressiveClassifier,0.4583333333333333,0.4850444208661691,0.48504442086616917,0.5008107080311329,0.07007765769958496,N/A,OneHotEncoder,0.65,SIM
11684,SGDClassifier,0.505,0.4850096580243219,0.4850096580243219,0.5470298719772403,0.10117220878601074,N/A,OneHotEncoder,0.65,SIM
11685,GaussianNB,0.461875,0.4728252819568759,0.47282528195687595,0.5056415712362669,0.059008121490478516,N/A,OneHotEncoder,0.65,SIM
11686,QuadraticDiscriminantAnalysis,0.2785416666666667,0.47139698258532764,0.4713969825853277,0.2398552875054757,0.08462381362915039,N/A,OneHotEncoder,0.65,SIM
11687,Perceptron,0.378125,0.39815620909698224,0.3981562090969823,0.42264153007899136,0.0552372932434082,N/A,OneHotEncoder,0.65,SIM
11688,NearestCentroid,0.5095833333333334,0.5449135916665911,0.544913591666591,0.5492622848494151,0.01699972152709961,1,OneHotEncoder,0.65,SIM
11689,BernoulliNB,0.488125,0.54091057485649,0.54091057485649,0.5269142049649063,0.025000333786010742,1,OneHotEncoder,0.65,SIM
11690,Perceptron,0.488125,0.54091057485649,0.54091057485649,0.5269142049649063,0.02200007438659668,1,OneHotEncoder,0.65,SIM
11691,CalibratedClassifierCV,0.5754166666666667,0.5383101631435282,0.5383101631435282,0.6097403321566109,0.2915506362915039,1,OneHotEncoder,0.65,SIM
11692,LinearSVC,0.6233333333333333,0.5293035642492889,0.5293035642492888,0.6441964013782971,0.08299970626831055,1,OneHotEncoder,0.65,SIM
11693,AdaBoostClassifier,0.6160416666666667,0.5283294489636139,0.5283294489636139,0.6390698827827358,0.262127161026001,1,OneHotEncoder,0.65,SIM
11694,LabelPropagation,0.6308333333333334,0.5280521019427894,0.5280521019427894,0.6488901423240107,2.5313949584960938,1,OneHotEncoder,0.65,SIM
11695,LogisticRegression,0.6145833333333334,0.5277301677987262,0.5277301677987262,0.6379620559038663,0.0279998779296875,1,OneHotEncoder,0.65,SIM
11696,RidgeClassifier,0.6360416666666666,0.5273515551081729,0.5273515551081729,0.6520718808407066,0.02299642562866211,1,OneHotEncoder,0.65,SIM
11697,LabelSpreading,0.631875,0.5270356666757352,0.5270356666757352,0.6493472556661998,4.227900505065918,1,OneHotEncoder,0.65,SIM
11698,LinearDiscriminantAnalysis,0.6327083333333333,0.5268966153083464,0.5268966153083464,0.6498517371790192,0.02801823616027832,1,OneHotEncoder,0.65,SIM
11699,RidgeClassifierCV,0.635625,0.5264099355224855,0.5264099355224855,0.651598156001995,0.028002023696899414,1,OneHotEncoder,0.65,SIM
11700,XGBClassifier,0.6102083333333334,0.5222247916496631,0.5222247916496631,0.6339983495030843,0.48577308654785156,1,OneHotEncoder,0.65,SIM
11701,SGDClassifier,0.6422916666666667,0.5209158950827204,0.5209158950827205,0.654389696201203,0.03101515769958496,1,OneHotEncoder,0.65,SIM
11702,SVC,0.6441666666666667,0.5207715537176592,0.5207715537176593,0.6554709436653107,3.385622978210449,1,OneHotEncoder,0.65,SIM
11703,QuadraticDiscriminantAnalysis,0.6439583333333333,0.5206377923479428,0.5206377923479428,0.6553127370433448,0.01799917221069336,1,OneHotEncoder,0.65,SIM
11704,GaussianNB,0.6439583333333333,0.5206377923479428,0.5206377923479428,0.6553127370433448,0.024013042449951172,1,OneHotEncoder,0.65,SIM
11705,LGBMClassifier,0.6041666666666666,0.5183457119278867,0.5183457119278867,0.6291582874931075,0.15810847282409668,1,OneHotEncoder,0.65,SIM
11706,KNeighborsClassifier,0.5502083333333333,0.5126876815602772,0.5126876815602773,0.5872942787651594,0.1452620029449463,1,OneHotEncoder,0.65,SIM
11707,BaggingClassifier,0.538125,0.5099852484636336,0.5099852484636335,0.5769100535298677,0.1790027618408203,1,OneHotEncoder,0.65,SIM
11708,ExtraTreesClassifier,0.5285416666666667,0.506528612841696,0.506528612841696,0.568430541483733,0.781604528427124,1,OneHotEncoder,0.65,SIM
11709,DecisionTreeClassifier,0.5264583333333334,0.5055280475676591,0.505528047567659,0.5665623582189405,0.041985511779785156,1,OneHotEncoder,0.65,SIM
11710,RandomForestClassifier,0.525625,0.5053300505119207,0.5053300505119207,0.5658167595208697,1.5737252235412598,1,OneHotEncoder,0.65,SIM
11711,ExtraTreeClassifier,0.5316666666666666,0.5051645491561698,0.5051645491561698,0.5711438501528457,0.024993419647216797,1,OneHotEncoder,0.65,SIM
11712,PassiveAggressiveClassifier,0.766875,0.504172296735618,0.504172296735618,0.6881706999594728,0.026017427444458008,1,OneHotEncoder,0.65,SIM
11713,NuSVC,0.5035416666666667,0.4989034590539066,0.4989034590539066,0.545533541180295,2.571032762527466,1,OneHotEncoder,0.65,SIM
11714,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.018012523651123047,1,OneHotEncoder,0.65,SIM
11715,NuSVC,0.5077083333333333,0.5201163497202347,0.5201163497202347,0.5488485741937067,2.990112066268921,1,OneHotEncoder,0.65,NAO
11716,Perceptron,0.4725,0.504251646700704,0.5042516467007041,0.514001448847247,0.03413867950439453,1,OneHotEncoder,0.65,NAO
11717,LGBMClassifier,0.6020833333333333,0.5018409191899955,0.5018409191899955,0.6247848770885004,0.2004396915435791,1,OneHotEncoder,0.65,NAO
11718,XGBClassifier,0.61125,0.4986261120330821,0.49862611203308216,0.6300409303534303,0.49253129959106445,1,OneHotEncoder,0.65,NAO
11719,BernoulliNB,0.5275,0.495748353299296,0.4957483532992959,0.5672195312500001,0.02399754524230957,1,OneHotEncoder,0.65,NAO
11720,PassiveAggressiveClassifier,0.683125,0.49253127900052296,0.49253127900052296,0.6645486734439352,0.03800201416015625,1,OneHotEncoder,0.65,NAO
11721,RandomForestClassifier,0.5139583333333333,0.49244663903776453,0.4924466390377645,0.5551931663172367,1.9415819644927979,1,OneHotEncoder,0.65,NAO
11722,LabelPropagation,0.646875,0.4921760934425189,0.4921760934425189,0.6484512888478472,2.5386664867401123,1,OneHotEncoder,0.65,NAO
11723,LabelSpreading,0.646875,0.4921760934425189,0.4921760934425189,0.6484512888478472,4.357518911361694,1,OneHotEncoder,0.65,NAO
11724,LinearDiscriminantAnalysis,0.6410416666666666,0.4921383077448589,0.4921383077448589,0.6454527775497247,0.02515864372253418,1,OneHotEncoder,0.65,NAO
11725,LinearSVC,0.6279166666666667,0.4921375520309057,0.49213755203090565,0.6383408591226802,0.09618520736694336,1,OneHotEncoder,0.65,NAO
11726,SGDClassifier,0.6404166666666666,0.4917370236357096,0.4917370236357096,0.6449979350686446,0.03499269485473633,1,OneHotEncoder,0.65,NAO
11727,GaussianNB,0.63,0.49111582676617904,0.49111582676617904,0.6392093859581002,0.02400040626525879,1,OneHotEncoder,0.65,NAO
11728,QuadraticDiscriminantAnalysis,0.63,0.49111582676617904,0.49111582676617904,0.6392093859581002,0.028995513916015625,1,OneHotEncoder,0.65,NAO
11729,DecisionTreeClassifier,0.5139583333333333,0.4910984453452555,0.4910984453452555,0.5551777496270032,0.04601883888244629,1,OneHotEncoder,0.65,NAO
11730,RidgeClassifierCV,0.6420833333333333,0.4907848240546774,0.4907848240546774,0.6455518881064997,0.027002334594726562,1,OneHotEncoder,0.65,NAO
11731,KNeighborsClassifier,0.544375,0.49074174835934503,0.49074174835934503,0.5810111271721711,0.14300227165222168,1,OneHotEncoder,0.65,NAO
11732,SVC,0.6497916666666667,0.4906782683872762,0.49067826838727613,0.6493764750407963,3.449720621109009,1,OneHotEncoder,0.65,NAO
11733,RidgeClassifier,0.641875,0.49065106268496095,0.49065106268496095,0.6454009290648709,0.02121114730834961,1,OneHotEncoder,0.65,NAO
11734,NearestCentroid,0.5410416666666666,0.49062385698264577,0.4906238569826458,0.5783076627110749,0.01899862289428711,1,OneHotEncoder,0.65,NAO
11735,ExtraTreesClassifier,0.5141666666666667,0.4905581098687174,0.4905581098687174,0.5553573720705453,0.7895269393920898,1,OneHotEncoder,0.65,NAO
11736,LogisticRegression,0.620625,0.4904893398989762,0.49048933989897614,0.6337258769612659,0.027002334594726562,1,OneHotEncoder,0.65,NAO
11737,AdaBoostClassifier,0.6414583333333334,0.48970944309927356,0.48970944309927356,0.6448774455323598,0.25926995277404785,1,OneHotEncoder,0.65,NAO
11738,ExtraTreeClassifier,0.5164583333333334,0.48933309755057997,0.4893330975505799,0.5573766038352689,0.023993968963623047,1,OneHotEncoder,0.65,NAO
11739,BaggingClassifier,0.5245833333333333,0.48814587093010253,0.48814587093010253,0.5644207517780521,0.19030380249023438,1,OneHotEncoder,0.65,NAO
11740,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.01798534393310547,1,OneHotEncoder,0.65,NAO
11741,CalibratedClassifierCV,0.561875,0.4834400401435252,0.4834400401435252,0.5937022255447062,0.3312804698944092,1,OneHotEncoder,0.65,NAO
11742,BernoulliNB,0.69,0.6034527059093808,0.6034527059093808,0.7032329883688982,0.04614400863647461,6,OneHotEncoder,0.65,SIM
11743,PassiveAggressiveClassifier,0.521875,0.5716802241749871,0.5716802241749871,0.5598588851079306,0.03816413879394531,6,OneHotEncoder,0.65,SIM
11744,NearestCentroid,0.5397916666666667,0.5656571839679818,0.5656571839679819,0.5782914713667071,0.02399611473083496,6,OneHotEncoder,0.65,SIM
11745,RidgeClassifierCV,0.6372916666666667,0.5588255298310526,0.5588255298310526,0.6589898346183304,0.03300213813781738,6,OneHotEncoder,0.65,SIM
11746,RidgeClassifier,0.6372916666666667,0.5588255298310526,0.5588255298310526,0.6589898346183304,0.024997234344482422,6,OneHotEncoder,0.65,SIM
11747,LinearDiscriminantAnalysis,0.6335416666666667,0.5581030672917933,0.5581030672917933,0.6562317067181438,0.0390009880065918,6,OneHotEncoder,0.65,SIM
11748,AdaBoostClassifier,0.5825,0.5408357591751232,0.5408357591751232,0.6156667649558881,0.5348541736602783,6,OneHotEncoder,0.65,SIM
11749,CalibratedClassifierCV,0.5527083333333334,0.5308081907301103,0.5308081907301103,0.5902569718801205,1.442016839981079,6,OneHotEncoder,0.65,SIM
11750,SVC,0.57,0.5291025443377376,0.5291025443377376,0.6046636446318441,2.794008493423462,6,OneHotEncoder,0.65,SIM
11751,KNeighborsClassifier,0.5345833333333333,0.5275971621429629,0.527597162142963,0.5741005966689561,0.21839308738708496,6,OneHotEncoder,0.65,SIM
11752,LinearSVC,0.5666666666666667,0.5266253139991475,0.5266253139991476,0.6017698313580937,0.3506455421447754,6,OneHotEncoder,0.65,SIM
11753,Perceptron,0.43375,0.5262217627481387,0.5262217627481387,0.46530766555060704,0.03320741653442383,6,OneHotEncoder,0.65,SIM
11754,LogisticRegression,0.5566666666666666,0.5255975430227954,0.5255975430227954,0.5934111286427268,0.03786873817443848,6,OneHotEncoder,0.65,SIM
11755,XGBClassifier,0.5258333333333334,0.5243385235767639,0.5243385235767639,0.5660516101207591,0.7539827823638916,6,OneHotEncoder,0.65,SIM
11756,LGBMClassifier,0.5233333333333333,0.5240815808326759,0.5240815808326759,0.5637173218914595,0.23099780082702637,6,OneHotEncoder,0.65,SIM
11757,LabelSpreading,0.5429166666666667,0.5231732126609292,0.5231732126609293,0.5814918688123023,5.790426969528198,6,OneHotEncoder,0.65,SIM
11758,LabelPropagation,0.540625,0.5227129828634305,0.5227129828634305,0.5794630507105544,3.572223663330078,6,OneHotEncoder,0.65,SIM
11759,NuSVC,0.5372916666666666,0.5195616556785858,0.5195616556785858,0.5764469785084586,12.331908941268921,6,OneHotEncoder,0.65,SIM
