,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,encoder,Fator_balanc,Normalizacao
1056,LogisticRegression,0.7958333333333333,0.644439607875144,0.6444396078751439,0.7801452879113122,0.0916743278503418,26,LabelEncoder,0.35,SIM
1057,RidgeClassifier,0.7997916666666667,0.6432735412453561,0.6432735412453562,0.7820638612610791,0.06804680824279785,26,LabelEncoder,0.35,SIM
1058,SGDClassifier,0.751875,0.6428427842920321,0.642842784292032,0.7525773288496812,0.1341567039489746,26,LabelEncoder,0.35,SIM
1059,RidgeClassifierCV,0.79625,0.642347791652686,0.6423477916526859,0.7796797909462305,0.07967901229858398,26,LabelEncoder,0.35,SIM
1060,SVC,0.75625,0.6203731413215321,0.6203731413215321,0.7491825781213618,8.787352085113525,26,LabelEncoder,0.35,SIM
1061,RandomForestClassifier,0.74875,0.6199393615123953,0.6199393615123951,0.7445894077425047,7.536620855331421,26,LabelEncoder,0.35,SIM
1062,LGBMClassifier,0.7502083333333334,0.6171681584460103,0.6171681584460103,0.7446527111070921,0.6452968120574951,26,LabelEncoder,0.35,SIM
1063,ExtraTreesClassifier,0.75,0.6166973486531666,0.6166973486531666,0.7443897245160737,2.337956190109253,26,LabelEncoder,0.35,SIM
1064,AdaBoostClassifier,0.7483333333333333,0.6149531608491806,0.6149531608491806,0.7428866442547521,2.2916390895843506,26,LabelEncoder,0.35,SIM
1065,XGBClassifier,0.7366666666666667,0.6118441536457152,0.6118441536457153,0.7350275421394734,3.2991628646850586,26,LabelEncoder,0.35,SIM
1066,KNeighborsClassifier,0.7497916666666666,0.6081373767052686,0.6081373767052684,0.741635388776298,2.9678804874420166,26,LabelEncoder,0.35,SIM
1067,NuSVC,0.8060416666666667,0.6044812325996862,0.6044812325996862,0.7687214039527893,10.870307922363281,26,LabelEncoder,0.35,SIM
1068,BaggingClassifier,0.7314583333333333,0.6010850540940048,0.6010850540940048,0.7288696261349658,4.013622760772705,26,LabelEncoder,0.35,SIM
1069,LabelSpreading,0.715625,0.5983342553043562,0.5983342553043562,0.7186000143687735,21.85156559944153,26,LabelEncoder,0.35,SIM
1070,LabelPropagation,0.714375,0.597868735509185,0.597868735509185,0.7177119941041752,13.873255252838135,26,LabelEncoder,0.35,SIM
1071,CalibratedClassifierCV,0.7935416666666667,0.5863440977228827,0.5863440977228827,0.7538162312752031,8.826300859451294,26,LabelEncoder,0.35,SIM
1072,DecisionTreeClassifier,0.6533333333333333,0.5684510584529628,0.568451058452963,0.6717552409506059,0.6732258796691895,26,LabelEncoder,0.35,SIM
1073,PassiveAggressiveClassifier,0.6795833333333333,0.5654191340727239,0.5654191340727238,0.6881471011513158,0.07032632827758789,26,LabelEncoder,0.35,SIM
1074,ExtraTreeClassifier,0.6529166666666667,0.5624537125203665,0.5624537125203665,0.670351858775772,0.06114029884338379,26,LabelEncoder,0.35,SIM
1075,Perceptron,0.6641666666666667,0.5302421609791634,0.5302421609791634,0.6696359143384011,0.05800008773803711,26,LabelEncoder,0.35,SIM
1076,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.04982948303222656,26,LabelEncoder,0.35,SIM
1077,QuadraticDiscriminantAnalysis,0.6404166666666666,0.48533310359629156,0.48533310359629156,0.6428871595432232,0.08578205108642578,26,LabelEncoder,0.35,SIM
1078,GaussianNB,0.6347916666666666,0.48273269188332985,0.48273269188332985,0.6391691717667297,0.05701851844787598,26,LabelEncoder,0.35,SIM
1079,NearestCentroid,0.7054166666666667,0.6770531992394495,0.6770531992394496,0.7253770122401352,0.046002864837646484,26,LabelEncoder,0.35,NAO
1080,LinearDiscriminantAnalysis,0.795625,0.6507097665448456,0.6507097665448456,0.7820700516075603,0.15029621124267578,26,LabelEncoder,0.35,NAO
1081,LogisticRegression,0.7966666666666666,0.6446376049308824,0.6446376049308824,0.7807029902180321,0.07814788818359375,26,LabelEncoder,0.35,NAO
1082,RidgeClassifier,0.799375,0.6436801153521778,0.6436801153521778,0.7819627490595094,0.07739090919494629,26,LabelEncoder,0.35,NAO
1083,LinearSVC,0.7995833333333333,0.6434768282987671,0.643476828298767,0.7820135034316146,2.3822407722473145,26,LabelEncoder,0.35,NAO
1084,RidgeClassifierCV,0.799375,0.6433430669290505,0.6433430669290505,0.781845605141518,0.07749295234680176,26,LabelEncoder,0.35,NAO
1085,BernoulliNB,0.7820833333333334,0.6379706964357508,0.6379706964357508,0.7699058866720709,0.05942964553833008,26,LabelEncoder,0.35,NAO
1086,RandomForestClassifier,0.7422916666666667,0.6238819212062404,0.6238819212062403,0.7417218297874305,7.774045705795288,26,LabelEncoder,0.35,NAO
1087,SVC,0.7558333333333334,0.6207797154283538,0.6207797154283538,0.7490593682426262,9.114912748336792,26,LabelEncoder,0.35,NAO
1088,ExtraTreesClassifier,0.7458333333333333,0.6184037507594925,0.6184037507594925,0.7423962609242585,2.3511147499084473,26,LabelEncoder,0.35,NAO
1089,LGBMClassifier,0.739375,0.617627632529556,0.617627632529556,0.7382572387204017,0.6169986724853516,26,LabelEncoder,0.35,NAO
1090,XGBClassifier,0.7364583333333333,0.6160920217766532,0.6160920217766533,0.7360560482667463,3.5641374588012695,26,LabelEncoder,0.35,NAO
1091,KNeighborsClassifier,0.7514583333333333,0.610555661355509,0.610555661355509,0.7433563853539744,2.8574113845825195,26,LabelEncoder,0.35,NAO
1092,PassiveAggressiveClassifier,0.7204166666666667,0.6074776384241248,0.6074776384241248,0.7238945370020471,0.07572126388549805,26,LabelEncoder,0.35,NAO
1093,AdaBoostClassifier,0.739375,0.6054938892969745,0.6054938892969745,0.7348081581666127,2.2567355632781982,26,LabelEncoder,0.35,NAO
1094,SGDClassifier,0.7683333333333333,0.604200862723049,0.604200862723049,0.7504035759897829,0.1189734935760498,26,LabelEncoder,0.35,NAO
1095,NuSVC,0.8052083333333333,0.6025979934283114,0.6025979934283114,0.7673752241929881,10.087420463562012,26,LabelEncoder,0.35,NAO
1096,LabelSpreading,0.71875,0.5989924821575936,0.5989924821575936,0.7206823090285929,19.607349634170532,26,LabelEncoder,0.35,NAO
1097,LabelPropagation,0.7175,0.5985269623624223,0.5985269623624222,0.7197975696916104,12.676228523254395,26,LabelEncoder,0.35,NAO
1098,BaggingClassifier,0.725625,0.589924670433145,0.589924670433145,0.7221711915606509,4.045185565948486,26,LabelEncoder,0.35,NAO
1099,CalibratedClassifierCV,0.793125,0.5857395265603227,0.5857395265603227,0.7533193921859503,9.117756605148315,26,LabelEncoder,0.35,NAO
1100,DecisionTreeClassifier,0.661875,0.5830355820357724,0.5830355820357724,0.6802273747718615,0.8575830459594727,26,LabelEncoder,0.35,NAO
1101,ExtraTreeClassifier,0.6585416666666667,0.561009543155801,0.561009543155801,0.6737915448703935,0.060485124588012695,26,LabelEncoder,0.35,NAO
1102,Perceptron,0.6672916666666666,0.5349449689099279,0.5349449689099279,0.6727582827504317,0.056470632553100586,26,LabelEncoder,0.35,NAO
1103,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.0483245849609375,26,LabelEncoder,0.35,NAO
1104,QuadraticDiscriminantAnalysis,0.6383333333333333,0.4819731993603637,0.48197319936036376,0.6407031636073296,0.08272862434387207,26,LabelEncoder,0.35,NAO
1105,GaussianNB,0.6295833333333334,0.4716365439084921,0.4716365439084921,0.6328277613349635,0.0579986572265625,26,LabelEncoder,0.35,NAO
1106,BernoulliNB,0.7252083333333333,0.6563927354729107,0.6563927354729107,0.7372544126738887,0.07282757759094238,N/A,OneHotEncoder,0.35,NAO
1107,LinearDiscriminantAnalysis,0.7960416666666666,0.651651386130533,0.651651386130533,0.7826211545881233,0.22926044464111328,N/A,OneHotEncoder,0.35,NAO
1108,RidgeClassifier,0.7989583333333333,0.6430755441896177,0.6430755441896178,0.7815099198779093,0.09348654747009277,N/A,OneHotEncoder,0.35,NAO
1109,RidgeClassifierCV,0.7989583333333333,0.6424014473433632,0.6424014473433632,0.7812748060642634,0.12590813636779785,N/A,OneHotEncoder,0.35,NAO
1110,LogisticRegression,0.7945833333333333,0.6422888459643363,0.6422888459643364,0.7786851851851851,0.3079988956451416,N/A,OneHotEncoder,0.35,NAO
1111,LinearSVC,0.7910416666666666,0.6369814668710116,0.6369814668710116,0.7748112776914869,3.5455832481384277,N/A,OneHotEncoder,0.35,NAO
1112,AdaBoostClassifier,0.7670833333333333,0.6283398778161681,0.6283398778161681,0.7580118269650576,1.6106441020965576,N/A,OneHotEncoder,0.35,NAO
1113,SGDClassifier,0.7341666666666666,0.6281025836348633,0.6281025836348632,0.7376333031781177,0.21827054023742676,N/A,OneHotEncoder,0.35,NAO
1114,ExtraTreesClassifier,0.751875,0.6239680725969052,0.6239680725969052,0.7476229793798924,2.10347318649292,N/A,OneHotEncoder,0.35,NAO
1115,SVC,0.7683333333333333,0.6227385259950486,0.6227385259950485,0.7569606989306582,10.317288398742676,N/A,OneHotEncoder,0.35,NAO
1116,LGBMClassifier,0.7514583333333333,0.6223523561649633,0.6223523561649632,0.7469105130970086,0.6134688854217529,N/A,OneHotEncoder,0.35,NAO
1117,RandomForestClassifier,0.7502083333333334,0.620538642677283,0.620538642677283,0.7456376405727692,4.326799154281616,N/A,OneHotEncoder,0.35,NAO
1118,NearestCentroid,0.6185416666666667,0.6172301269901728,0.6172301269901728,0.6502373505574583,0.07252955436706543,N/A,OneHotEncoder,0.35,NAO
1119,XGBClassifier,0.7416666666666667,0.6147173780957822,0.6147173780957822,0.7388452918404496,2.901992082595825,N/A,OneHotEncoder,0.35,NAO
1120,KNeighborsClassifier,0.7508333333333334,0.6074579898613416,0.6074579898613417,0.7420097843934214,4.855698108673096,N/A,OneHotEncoder,0.35,NAO
1121,BaggingClassifier,0.7339583333333334,0.6033642873768564,0.6033642873768564,0.7310037890306649,2.61171293258667,N/A,OneHotEncoder,0.35,NAO
1122,LabelSpreading,0.7125,0.6013835611055188,0.6013835611055187,0.7174314235286082,24.50757932662964,N/A,OneHotEncoder,0.35,NAO
1123,LabelPropagation,0.7097916666666667,0.5999817117223325,0.5999817117223326,0.7153891714384585,14.658115863800049,N/A,OneHotEncoder,0.35,NAO
1124,ExtraTreeClassifier,0.683125,0.5973533385931025,0.5973533385931024,0.6974062518719674,0.07600879669189453,N/A,OneHotEncoder,0.35,NAO
1125,NuSVC,0.8035416666666667,0.5941128371617802,0.5941128371617802,0.762080986889583,13.439267873764038,N/A,OneHotEncoder,0.35,NAO
1126,DecisionTreeClassifier,0.66,0.5872245044783608,0.5872245044783609,0.6796179341017387,0.4709815979003906,N/A,OneHotEncoder,0.35,NAO
1127,CalibratedClassifierCV,0.7939583333333333,0.5869486688854428,0.5869486688854428,0.7543130703644559,13.155030250549316,N/A,OneHotEncoder,0.35,NAO
1128,Perceptron,0.711875,0.5713220157611703,0.5713220157611701,0.7086752076972668,0.09969091415405273,N/A,OneHotEncoder,0.35,NAO
1129,GaussianNB,0.40541666666666665,0.5663395936677217,0.5663395936677217,0.41396439445600286,0.07849454879760742,N/A,OneHotEncoder,0.35,NAO
1130,PassiveAggressiveClassifier,0.703125,0.543795890729808,0.543795890729808,0.6947033817490628,0.11510348320007324,N/A,OneHotEncoder,0.35,NAO
1131,QuadraticDiscriminantAnalysis,0.22895833333333335,0.5042750738332532,0.5042750738332532,0.09665263507191867,0.11135077476501465,N/A,OneHotEncoder,0.35,NAO
1132,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.06504297256469727,N/A,OneHotEncoder,0.35,NAO
1133,BernoulliNB,0.7252083333333333,0.6563927354729107,0.6563927354729107,0.7372544126738887,0.06792664527893066,N/A,OneHotEncoder,0.35,SIM
1134,LinearDiscriminantAnalysis,0.7960416666666666,0.651651386130533,0.651651386130533,0.7826211545881233,0.21194171905517578,N/A,OneHotEncoder,0.35,SIM
1135,RidgeClassifier,0.7989583333333333,0.6430755441896177,0.6430755441896178,0.7815099198779093,0.08606219291687012,N/A,OneHotEncoder,0.35,SIM
1136,RidgeClassifierCV,0.7989583333333333,0.6424014473433632,0.6424014473433632,0.7812748060642634,0.11016392707824707,N/A,OneHotEncoder,0.35,SIM
1137,LogisticRegression,0.7945833333333333,0.6422888459643363,0.6422888459643364,0.7786851851851851,0.30442190170288086,N/A,OneHotEncoder,0.35,SIM
1138,LinearSVC,0.7910416666666666,0.6369814668710116,0.6369814668710116,0.7748112776914869,3.4865949153900146,N/A,OneHotEncoder,0.35,SIM
1139,AdaBoostClassifier,0.7670833333333333,0.6283398778161681,0.6283398778161681,0.7580118269650576,1.6102051734924316,N/A,OneHotEncoder,0.35,SIM
1140,SGDClassifier,0.7341666666666666,0.6281025836348633,0.6281025836348632,0.7376333031781177,0.2101297378540039,N/A,OneHotEncoder,0.35,SIM
1141,ExtraTreesClassifier,0.751875,0.6239680725969052,0.6239680725969052,0.7476229793798924,2.117767333984375,N/A,OneHotEncoder,0.35,SIM
1142,SVC,0.7683333333333333,0.6227385259950486,0.6227385259950485,0.7569606989306582,10.524490356445312,N/A,OneHotEncoder,0.35,SIM
1143,LGBMClassifier,0.7514583333333333,0.6223523561649633,0.6223523561649632,0.7469105130970086,0.8665304183959961,N/A,OneHotEncoder,0.35,SIM
1144,RandomForestClassifier,0.7502083333333334,0.620538642677283,0.620538642677283,0.7456376405727692,4.330976724624634,N/A,OneHotEncoder,0.35,SIM
1145,NearestCentroid,0.6185416666666667,0.6172301269901728,0.6172301269901728,0.6502373505574583,0.0615847110748291,N/A,OneHotEncoder,0.35,SIM
1146,XGBClassifier,0.7416666666666667,0.6147173780957822,0.6147173780957822,0.7388452918404496,3.157052993774414,N/A,OneHotEncoder,0.35,SIM
1147,KNeighborsClassifier,0.7508333333333334,0.6074579898613416,0.6074579898613417,0.7420097843934214,4.933345317840576,N/A,OneHotEncoder,0.35,SIM
1148,BaggingClassifier,0.7339583333333334,0.6033642873768564,0.6033642873768564,0.7310037890306649,2.6292243003845215,N/A,OneHotEncoder,0.35,SIM
1149,LabelSpreading,0.7125,0.6013835611055188,0.6013835611055187,0.7174314235286082,20.601428270339966,N/A,OneHotEncoder,0.35,SIM
1150,LabelPropagation,0.7097916666666667,0.5999817117223325,0.5999817117223326,0.7153891714384585,14.653918504714966,N/A,OneHotEncoder,0.35,SIM
1151,ExtraTreeClassifier,0.683125,0.5973533385931025,0.5973533385931024,0.6974062518719674,0.06816411018371582,N/A,OneHotEncoder,0.35,SIM
1152,NuSVC,0.8035416666666667,0.5941128371617802,0.5941128371617802,0.762080986889583,12.38462495803833,N/A,OneHotEncoder,0.35,SIM
1153,DecisionTreeClassifier,0.66,0.5872245044783608,0.5872245044783609,0.6796179341017387,0.4666733741760254,N/A,OneHotEncoder,0.35,SIM
1154,CalibratedClassifierCV,0.7939583333333333,0.5869486688854428,0.5869486688854428,0.7543130703644559,12.98469352722168,N/A,OneHotEncoder,0.35,SIM
1155,Perceptron,0.711875,0.5713220157611703,0.5713220157611701,0.7086752076972668,0.07652568817138672,N/A,OneHotEncoder,0.35,SIM
1156,GaussianNB,0.40541666666666665,0.5663395936677217,0.5663395936677217,0.41396439445600286,0.0749959945678711,N/A,OneHotEncoder,0.35,SIM
1157,PassiveAggressiveClassifier,0.703125,0.543795890729808,0.543795890729808,0.6947033817490628,0.0899803638458252,N/A,OneHotEncoder,0.35,SIM
1158,QuadraticDiscriminantAnalysis,0.33125,0.49917173750729266,0.49917173750729266,0.32235013831048426,0.11035275459289551,N/A,OneHotEncoder,0.35,SIM
1159,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.054994821548461914,N/A,OneHotEncoder,0.35,SIM
1160,NearestCentroid,0.5514583333333334,0.5465209952450478,0.5465209952450478,0.5895084223928067,0.02083134651184082,1,OneHotEncoder,0.35,SIM
1161,ExtraTreesClassifier,0.646875,0.5255438873321181,0.5255438873321181,0.6583083466886056,1.0668540000915527,1,OneHotEncoder,0.35,SIM
1162,DecisionTreeClassifier,0.64375,0.523874515209499,0.5238745152094991,0.65601020037575,0.07401251792907715,1,OneHotEncoder,0.35,SIM
1163,RandomForestClassifier,0.6435416666666667,0.5237407538397826,0.5237407538397827,0.6558511672052312,3.080212116241455,1,OneHotEncoder,0.35,SIM
1164,ExtraTreeClassifier,0.63625,0.5190591058997077,0.5190591058997077,0.6502752990873819,0.03169107437133789,1,OneHotEncoder,0.35,SIM
1165,BaggingClassifier,0.655,0.5186268375184773,0.5186268375184772,0.6611157141265233,0.3816854953765869,1,OneHotEncoder,0.35,SIM
1166,NuSVC,0.5822916666666667,0.5171086081864981,0.5171086081864982,0.613132212484048,6.596517562866211,1,OneHotEncoder,0.35,SIM
1167,KNeighborsClassifier,0.7058333333333333,0.5138522367621587,0.5138522367621586,0.6832297413579315,0.16414809226989746,1,OneHotEncoder,0.35,SIM
1168,XGBClassifier,0.7591666666666667,0.5083234334805464,0.5083234334805464,0.6919822716346153,0.8312342166900635,1,OneHotEncoder,0.35,SIM
1169,AdaBoostClassifier,0.7729166666666667,0.5046808922261217,0.5046808922261217,0.6881185454771682,0.46572422981262207,1,OneHotEncoder,0.35,SIM
1170,LGBMClassifier,0.7714583333333334,0.504081611061234,0.5040816110612341,0.6876757574690282,0.21506309509277344,1,OneHotEncoder,0.35,SIM
1171,LogisticRegression,0.765625,0.5037067769404467,0.5037067769404467,0.6877986312621969,0.04258322715759277,1,OneHotEncoder,0.35,SIM
1172,RidgeClassifier,0.768125,0.5036266712614075,0.5036266712614075,0.6875462781741272,0.06799983978271484,1,OneHotEncoder,0.35,SIM
1173,RidgeClassifierCV,0.768125,0.5036266712614075,0.5036266712614075,0.6875462781741272,0.05000615119934082,1,OneHotEncoder,0.35,SIM
1174,LinearSVC,0.768125,0.5036266712614075,0.5036266712614075,0.6875462781741272,0.4278082847595215,1,OneHotEncoder,0.35,SIM
1175,LabelPropagation,0.7720833333333333,0.5031347014778742,0.5031347014778742,0.6866246777176909,5.393084526062012,1,OneHotEncoder,0.35,SIM
1176,SVC,0.7720833333333333,0.5031347014778742,0.5031347014778742,0.6866246777176909,6.634151458740234,1,OneHotEncoder,0.35,SIM
1177,LabelSpreading,0.771875,0.5030009401081578,0.5030009401081578,0.6865132279708405,10.311245203018188,1,OneHotEncoder,0.35,SIM
1178,LinearDiscriminantAnalysis,0.7604166666666666,0.5017109363900452,0.5017109363900452,0.6861435294460471,0.07100152969360352,1,OneHotEncoder,0.35,SIM
1179,Perceptron,0.7764583333333334,0.5012250123181374,0.5012250123181375,0.6838220081741568,0.022745847702026367,1,OneHotEncoder,0.35,SIM
1180,PassiveAggressiveClassifier,0.775625,0.5000158699930172,0.5000158699930172,0.6826433390527182,0.03630495071411133,1,OneHotEncoder,0.35,SIM
1181,SGDClassifier,0.77875,0.5,0.5,0.6818851018973998,0.19699978828430176,1,OneHotEncoder,0.35,SIM
1182,BernoulliNB,0.77875,0.5,0.5,0.6818851018973998,0.0260012149810791,1,OneHotEncoder,0.35,SIM
1183,CalibratedClassifierCV,0.735,0.4995480830559863,0.49954808305598625,0.6826842009010275,1.4134631156921387,1,OneHotEncoder,0.35,SIM
1184,GaussianNB,0.72625,0.4989858318748054,0.4989858318748054,0.6807577464594825,0.02393817901611328,1,OneHotEncoder,0.35,SIM
1185,QuadraticDiscriminantAnalysis,0.72625,0.4989858318748054,0.4989858318748054,0.6807577464594825,0.02554631233215332,1,OneHotEncoder,0.35,SIM
1186,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.020474910736083984,1,OneHotEncoder,0.35,SIM
1187,ExtraTreesClassifier,0.643125,0.5143729236759136,0.5143729236759136,0.6531687370569723,1.071181058883667,1,OneHotEncoder,0.35,NAO
1188,KNeighborsClassifier,0.718125,0.5139920438435007,0.5139920438435007,0.6876067167128783,0.16460776329040527,1,OneHotEncoder,0.35,NAO
1189,BaggingClassifier,0.6616666666666666,0.5117846033862031,0.5117846033862031,0.6625686402244995,0.33515381813049316,1,OneHotEncoder,0.35,NAO
1190,DecisionTreeClassifier,0.6410416666666666,0.5116871162862402,0.5116871162862402,0.6512355984941016,0.06798434257507324,1,OneHotEncoder,0.35,NAO
1191,RandomForestClassifier,0.6408333333333334,0.5112163064933966,0.5112163064933966,0.6509874079891195,3.0729825496673584,1,OneHotEncoder,0.35,NAO
1192,ExtraTreeClassifier,0.64125,0.5077762965784296,0.5077762965784295,0.6502743425407715,0.026760101318359375,1,OneHotEncoder,0.35,NAO
1193,LGBMClassifier,0.7720833333333333,0.5038087983241287,0.5038087983241287,0.6873220567766805,0.20900297164916992,1,OneHotEncoder,0.35,NAO
1194,XGBClassifier,0.7625,0.5033855985103367,0.5033855985103367,0.6876315355586039,0.8547487258911133,1,OneHotEncoder,0.35,NAO
1195,LabelPropagation,0.7735416666666667,0.5023857889502529,0.5023857889502529,0.6856254927033353,5.470419883728027,1,OneHotEncoder,0.35,NAO
1196,LabelSpreading,0.7733333333333333,0.5022520275805364,0.5022520275805364,0.6855158806751164,13.26336145401001,1,OneHotEncoder,0.35,NAO
1197,PassiveAggressiveClassifier,0.7735416666666667,0.5020487405271256,0.5020487405271256,0.6852655873577052,0.03600168228149414,1,OneHotEncoder,0.35,NAO
1198,SVC,0.7733333333333333,0.5019149791574091,0.5019149791574091,0.6851563342318059,7.6129279136657715,1,OneHotEncoder,0.35,NAO
1199,LogisticRegression,0.775625,0.5017011121086535,0.5017011121086535,0.6845184276345373,0.04788541793823242,1,OneHotEncoder,0.35,NAO
1200,AdaBoostClassifier,0.7733333333333333,0.5012408823111546,0.5012408823111546,0.6844330884701373,0.3409383296966553,1,OneHotEncoder,0.35,NAO
1201,RidgeClassifier,0.7758333333333334,0.5011607766321154,0.5011607766321153,0.6838792597632988,0.03181862831115723,1,OneHotEncoder,0.35,NAO
1202,RidgeClassifierCV,0.7758333333333334,0.5011607766321154,0.5011607766321153,0.6838792597632988,0.026892423629760742,1,OneHotEncoder,0.35,NAO
1203,LinearSVC,0.7758333333333334,0.5011607766321154,0.5011607766321153,0.6838792597632988,0.44730710983276367,1,OneHotEncoder,0.35,NAO
1204,LinearDiscriminantAnalysis,0.7739583333333333,0.5009680695740494,0.5009680695740493,0.6840275862556005,0.07515954971313477,1,OneHotEncoder,0.35,NAO
1205,SGDClassifier,0.77875,0.5,0.5,0.6818851018973998,0.03653240203857422,1,OneHotEncoder,0.35,NAO
1206,BernoulliNB,0.77875,0.5,0.5,0.6818851018973998,0.024577617645263672,1,OneHotEncoder,0.35,NAO
1207,Perceptron,0.7785416666666667,0.49986623863028357,0.49986623863028357,0.6817825348483073,0.021999835968017578,1,OneHotEncoder,0.35,NAO
1208,CalibratedClassifierCV,0.72375,0.49367316278380835,0.49367316278380835,0.676701082394398,1.5536129474639893,1,OneHotEncoder,0.35,NAO
1209,GaussianNB,0.723125,0.49360892709778637,0.4936089270977864,0.6765437465195582,0.019335031509399414,1,OneHotEncoder,0.35,NAO
1210,QuadraticDiscriminantAnalysis,0.723125,0.49360892709778637,0.4936089270977864,0.6765437465195582,0.026000022888183594,1,OneHotEncoder,0.35,NAO
1211,NuSVC,0.6795833333333333,0.49227962625410726,0.49227962625410737,0.6630866995039814,6.350182056427002,1,OneHotEncoder,0.35,NAO
1212,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.022856950759887695,1,OneHotEncoder,0.35,NAO
1213,NearestCentroid,0.5733333333333334,0.48574118913101966,0.4857411891310196,0.6022957572475633,0.021846771240234375,1,OneHotEncoder,0.35,NAO
1214,NearestCentroid,0.6852083333333333,0.6441924894124476,0.6441924894124474,0.7061224670407369,0.028460025787353516,6,OneHotEncoder,0.35,SIM
1215,LGBMClassifier,0.7464583333333333,0.5992562263272604,0.5992562263272604,0.736865808452711,0.29600095748901367,6,OneHotEncoder,0.35,SIM
1216,AdaBoostClassifier,0.7639583333333333,0.5943138570733314,0.5943138570733314,0.7442909147494732,0.7711646556854248,6,OneHotEncoder,0.35,SIM
1217,XGBClassifier,0.7366666666666667,0.593643538796843,0.593643538796843,0.7295790980672869,1.2885563373565674,6,OneHotEncoder,0.35,SIM
1218,RandomForestClassifier,0.738125,0.5928946262692216,0.5928946262692216,0.7301462260340591,3.5040860176086426,6,OneHotEncoder,0.35,SIM
1219,KNeighborsClassifier,0.734375,0.5921721637299623,0.5921721637299623,0.7278245145934995,0.24136137962341309,6,OneHotEncoder,0.35,SIM
1220,LinearDiscriminantAnalysis,0.7945833333333333,0.5913945340721193,0.5913945340721193,0.7569717960866413,0.10086989402770996,6,OneHotEncoder,0.35,SIM
1221,LogisticRegression,0.793125,0.58236904232905,0.58236904232905,0.7514235017689899,0.05795621871948242,6,OneHotEncoder,0.35,SIM
1222,ExtraTreesClassifier,0.7322916666666667,0.5820712910314891,0.582071291031489,0.7233345730116132,1.288170576095581,6,OneHotEncoder,0.35,SIM
1223,LabelPropagation,0.7220833333333333,0.581583855531675,0.581583855531675,0.7175876885180323,7.501944065093994,6,OneHotEncoder,0.35,SIM
1224,LabelSpreading,0.72375,0.5796205106812611,0.5796205106812611,0.7178811125361567,16.397664546966553,6,OneHotEncoder,0.35,SIM
1225,SVC,0.7597916666666666,0.5781566927539123,0.5781566927539122,0.7354631122705464,5.319456577301025,6,OneHotEncoder,0.35,SIM
1226,Perceptron,0.618125,0.5758426966292135,0.5758426966292135,0.6470200357014523,0.029952287673950195,6,OneHotEncoder,0.35,SIM
1227,NuSVC,0.7727083333333333,0.5726309123281128,0.5726309123281129,0.7382876853910916,5.6000964641571045,6,OneHotEncoder,0.35,SIM
1228,LinearSVC,0.791875,0.5717920698400607,0.5717920698400607,0.7446656479690523,0.660118579864502,6,OneHotEncoder,0.35,SIM
1229,RidgeClassifier,0.7914583333333334,0.5711874986775006,0.5711874986775005,0.7441544680851063,0.04799604415893555,6,OneHotEncoder,0.35,SIM
1230,ExtraTreeClassifier,0.6597916666666667,0.5709124187985357,0.5709124187985357,0.6765937634597751,0.03742051124572754,6,OneHotEncoder,0.35,SIM
1231,RidgeClassifierCV,0.79125,0.5707166888846569,0.5707166888846569,0.7437930669291214,0.035710811614990234,6,OneHotEncoder,0.35,SIM
1232,BaggingClassifier,0.7220833333333333,0.5697871607222207,0.5697871607222207,0.7136745454322381,0.8912944793701172,6,OneHotEncoder,0.35,SIM
1233,CalibratedClassifierCV,0.7916666666666666,0.5595245652377627,0.5595245652377627,0.7364592145819405,2.3848719596862793,6,OneHotEncoder,0.35,SIM
1234,DecisionTreeClassifier,0.65,0.5572105691130639,0.5572105691130639,0.6673848470715166,0.15943646430969238,6,OneHotEncoder,0.35,SIM
1235,BernoulliNB,0.784375,0.5494501425276516,0.5494501425276516,0.727603221243458,0.031525611877441406,6,OneHotEncoder,0.35,SIM
1236,PassiveAggressiveClassifier,0.6139583333333334,0.5492370311928492,0.5492370311928492,0.6407841439964594,0.051033973693847656,6,OneHotEncoder,0.35,SIM
1237,GaussianNB,0.6933333333333334,0.5354868158143725,0.5354868158143724,0.6868182486072569,0.03400254249572754,6,OneHotEncoder,0.35,SIM
1238,QuadraticDiscriminantAnalysis,0.6822916666666666,0.5314308990275473,0.5314308990275473,0.6798037284924001,0.03968644142150879,6,OneHotEncoder,0.35,SIM
1239,SGDClassifier,0.7791666666666667,0.5016157164319419,0.5016157164319419,0.6836568345475328,0.05576038360595703,6,OneHotEncoder,0.35,SIM
1240,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.03129982948303223,6,OneHotEncoder,0.35,SIM
1241,NearestCentroid,0.495625,0.5652747927076627,0.5652747927076626,0.53218430046233,0.033000946044921875,6,OneHotEncoder,0.35,NAO
